date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status,source_file
2026-09-09,Argentina,0.1478817156518488,,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Australia,0.070228005805827,,10,4,0.9387697141292276,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Belgium,0.1475351547545945,,5,2,0.6993919001794592,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Bermuda,0.0710328664171798,,7,3,0.7562022861009328,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Brazil,0.1239520061800052,,9,8,0.9999772243574024,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Canada,0.0899137219200676,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Cayman Islands,0.1673628778895443,,10,7,0.9824536877998514,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Chile,0.1175822122894727,,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,China,0.3214173353767803,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Colombia,0.0961122182039344,2.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_0909.csv
2026-09-09,France,0.0935935041883525,,10,7,0.9870176619374256,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Germany,0.1155727964527513,,10,9,0.973774036990876,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Greece,0.128821248056416,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Hong Kong,0.2740563091566777,,10,9,0.9950684973321126,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,India,0.0988283493414945,,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
2026-09-09,Ireland,0.1198845174725974,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_09.csv
