date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status,source_file
2026-09-16,Argentina,0.1513505994086262,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Australia,0.0758868173881448,,10,4,0.8669014635418146,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Belgium,0.0791203510654287,,7,4,0.9952747571047011,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Bermuda,0.092714851044234,,10,8,0.9408112009195828,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Brazil,0.1407422679138581,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Canada,0.0907002867205709,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Cayman Islands,0.1547028265000451,,10,8,0.9884787220225092,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Chile,0.1364070996995631,,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,China,0.3239049173651246,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Colombia,0.1029806319362816,,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Cyprus,0.1273299858222404,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Denmark,0.1016991910994043,,3,2,0.9988419444554132,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Finland,0.0884484608004244,,3,2,0.976211972574406,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,France,0.094309697676943,,10,7,0.9879694768753344,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Germany,0.105713060744397,,10,9,0.9741186156290628,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Greece,0.0876920081521536,,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Guernsey,0.0901739711104755,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Hong Kong,0.2443089168997472,,10,7,0.9546418448847456,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,India,0.0987903812964904,,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Ireland,0.1130453143348404,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Israel,0.1010730867294005,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Italy,0.0960410018404552,,10,9,0.999918228761192,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Japan,0.1166607207651371,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Jersey,0.1807376037357562,,4,3,0.9493524637612338,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Luxembourg,0.1768486040880134,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Malaysia,0.0941893528031321,,9,4,0.3874681159270187,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Mexico,0.1018206395773815,,10,9,0.9859893850588684,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Netherlands,0.0995658275901666,,10,9,0.9452016483724076,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Peru,0.1146566255395665,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Singapore,0.1561650076116326,,10,6,0.972513159892159,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,South Africa,0.1484571194934773,,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,South Korea,0.1915237312145154,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Spain,0.0960081440237283,,6,3,0.9996143282705168,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Sweden,0.0615001242397243,,8,2,0.9780662428590656,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Switzerland,0.0844929024417528,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Taiwan,0.1018947823635635,,10,8,0.9994592230492506,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,Turkey,0.3032429250071777,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,United Arab Emirates,0.2079744882024944,,10,6,0.9516557109115148,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,United Kingdom,0.0815228137861266,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
2026-09-16,United States,0.1066508576103923,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202609/country_adr_icc_2026_09_16.csv
