date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status,source_file
2026-07-20,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.1384867551234588,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0647182222197267,0.9200000000000004,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,IVV,iShares Core S&P 500 ETF,Broad Market,0.0882803778141472,0.9394491787396504,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,IWD,iShares Russell 1000 Value ETF,Style,0.0711694639774272,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,IWF,iShares Russell 1000 Growth ETF,Style,0.0663174056410471,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,IWM,iShares Russell 2000 ETF,Small Cap,0.0583210353828906,0.8431372549019606,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0637560885817442,0.9296543359611884,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0646208510861807,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,SMH,VanEck Semiconductor ETF,Theme,0.0753014254510763,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.086601410498708,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,VOO,Vanguard S&P 500 ETF,Broad Market,0.0708082510403094,0.9413067257156578,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
2026-07-20,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0923677767230873,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202607/etf_icc_2026_07_20.csv
