ticker,country,market_cap,sector,yf_name,quote_type,name,exchange,source,company,country_final,rank_in_country,ICC,mktcap,name_icc,sector_icc,weight_mktcap,country_region
RYAAY,Ireland,29659498496.0,Industrials,Ryanair Holdings plc,EQUITY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",NASDAQ,nasdaq_trader_symbol_directories,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Ireland,2,0.09498589770090293,27761192960.0,Ryanair Holdings plc,Industrials,27761192960.0,Ireland
AMRN,Ireland,305995072.0,Healthcare,Amarin Corporation plc,EQUITY,Amarin Corporation plc - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Amarin Corporation plc - American Depositary Shares,Ireland,3,0.059505366018600125,298600096.0,Amarin Corporation plc,Healthcare,298600096.0,Ireland
TRIB,Ireland,12556304.0,Healthcare,Trinity Biotech plc,EQUITY,Trinity Biotech plc - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Trinity Biotech plc - American Depositary Shares,Ireland,4,,,,,12556304.0,Ireland
TEVA,Israel,36341022720.0,Healthcare,Teva Pharmaceutical Industries ,EQUITY,Teva Pharmaceutical Industries Limited American Depositary Shares,N,nasdaq_trader_symbol_directories,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,1,0.12029500279624117,41162493952.0,Teva Pharmaceutical Industries ,Healthcare,41162493952.0,Israel
NICE,Israel,6005004288.0,Technology,NICE Ltd,EQUITY,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NASDAQ,nasdaq_trader_symbol_directories,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Israel,2,0.10055496704031353,7258034688.0,NICE Ltd,Technology,7258034688.0,Israel
FORTY,Israel,2077576320.0,Technology,Formula Systems (1985) Ltd.,EQUITY,Formula Systems (1985) Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Formula Systems (1985) Ltd. - American Depositary Shares,Israel,3,,,,,2077576320.0,Israel
BWAY,Israel,630520128.0,Healthcare,Brainsway Ltd.,EQUITY,BrainsWay Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,BrainsWay Ltd. - American Depositary Shares,Israel,4,0.08432105257835404,657342272.0,Brainsway Ltd.,Healthcare,657342272.0,Israel
SVRE,Israel,140686736.0,Technology,SaverOne 2014 Ltd.,EQUITY,SaverOne 2014 Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,SaverOne 2014 Ltd. - American Depositary Shares,Israel,5,,,,,140686736.0,Israel
ALAR,Israel,51087780.0,Technology,Alarum Technologies Ltd.,EQUITY,Alarum Technologies Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Alarum Technologies Ltd. - American Depositary Shares,Israel,6,0.1764319946167221,51087780.0,Alarum Technologies Ltd.,Technology,51087780.0,Israel
WAVE,Israel,40824272.0,Utilities,Eco Wave Power Global AB (publ),EQUITY,Eco Wave Power Global AB (publ) - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Eco Wave Power Global AB (publ) - American Depositary Shares,Israel,7,,,,,40824272.0,Israel
CMMB,Israel,11664627.0,Healthcare,Chemomab Therapeutics Ltd.,EQUITY,Chemomab Therapeutics Ltd.  - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Chemomab Therapeutics Ltd.  - American Depositary Shares,Israel,8,,,,,11664627.0,Israel
STKH,Israel,11181975.0,Consumer Defensive,Steakholder Foods Ltd.,EQUITY,Steakholder Foods Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Steakholder Foods Ltd. - American Depositary Shares,Israel,9,,,,,11181975.0,Israel
BLRX,Israel,10348645.0,Healthcare,BioLineRx Ltd.,EQUITY,BioLineRx Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,BioLineRx Ltd. - American Depositary Shares,Israel,10,,,,,10348645.0,Israel
GNTA,Italy,16558537.0,Healthcare,Genenta Science S.p.A.,EQUITY,Genenta Science S.p.A. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Genenta Science S.p.A. - American Depositary Shares,Italy,1,,,,,16558537.0,Italy
SMFG,Japan,127903113216.0,Financial Services,Sumitomo Mitsui Financial Group,EQUITY,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N,nasdaq_trader_symbol_directories,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,1,0.11312308332636467,133566480384.0,Sumitomo Mitsui Financial Group,Financial Services,133566480384.0,Japan
SONY,Japan,121048104960.0,Technology,Sony Group Corporation,EQUITY,Sony Group Corporation American Depositary Shares ,N,nasdaq_trader_symbol_directories,Sony Group Corporation American Depositary Shares ,Japan,2,0.048192734767346646,116026589184.0,Sony Group Corporation,Technology,116026589184.0,Japan
MFG,Japan,99002155008.0,Financial Services,"Mizuho Financial Group, Inc. Sp",EQUITY,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N,nasdaq_trader_symbol_directories,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",Japan,3,0.10189260023674407,102537945088.0,"Mizuho Financial Group, Inc. Sp",Financial Services,102537945088.0,Japan
TAK,Japan,52600557568.0,Healthcare,Takeda Pharmaceutical Company L,EQUITY,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),N,nasdaq_trader_symbol_directories,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Japan,4,0.4,52316229632.0,Takeda Pharmaceutical Company L,Healthcare,52316229632.0,Japan
IX,Japan,33386366976.0,Financial Services,ORIX Corporation,EQUITY,ORIX Corporation American Depositary Shares,N,nasdaq_trader_symbol_directories,ORIX Corporation American Depositary Shares,Japan,5,0.07636654687064459,36088029184.0,ORIX Corporation,Financial Services,36088029184.0,Japan
NMR,Japan,23875721216.0,Financial Services,Nomura Holdings Inc,EQUITY,Nomura Holdings Inc ADR American Depositary Shares,N,nasdaq_trader_symbol_directories,Nomura Holdings Inc ADR American Depositary Shares,Japan,6,0.010000000000000002,22432204800.0,Nomura Holdings Inc,Financial Services,22432204800.0,Japan
PAYP,Japan,13693151232.0,Technology,PayPay Corporation - American D,EQUITY,PayPay Corporation - American Depository Shares,NASDAQ,nasdaq_trader_symbol_directories,PayPay Corporation - American Depository Shares,Japan,7,0.4,14336181248.0,PayPay Corporation - American D,Technology,14336181248.0,Japan
LAWR,Japan,172350000.0,Industrials,"Robot Consulting Co., Ltd.",EQUITY,"Robot Consulting Co., Ltd. - ADS",NASDAQ,nasdaq_trader_symbol_directories,"Robot Consulting Co., Ltd. - ADS",Japan,8,,,,,172350000.0,Japan
LFS,Japan,52975256.0,Communication Services,"LEIFRAS Co., Ltd.",EQUITY,"LEIFRAS Co., Ltd. - American Depositary Shares",NASDAQ,nasdaq_trader_symbol_directories,"LEIFRAS Co., Ltd. - American Depositary Shares",Japan,9,,,,,52975256.0,Japan
PCLA,Japan,22592440.0,Communication Services,PicoCELA Inc.,EQUITY,PicoCELA Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,PicoCELA Inc. - American Depositary Shares,Japan,10,,,,,22592440.0,Japan
KSPI,Kazakhstan,16171661312.0,Technology,Joint Stock Company Kaspi.kz - ,EQUITY,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,nasdaq_trader_symbol_directories,Joint Stock Company Kaspi.kz - American Depository Shares,Kazakhstan,1,0.4,16217232384.0,Joint Stock Company Kaspi.kz - ,Technology,16217232384.0,Kazakhstan
TS,Luxembourg,31616868352.0,Energy,Tenaris S.A.,EQUITY,Tenaris S.A. American Depositary Shares,N,nasdaq_trader_symbol_directories,Tenaris S.A. American Depositary Shares,Luxembourg,1,0.07168880226741836,31450277888.0,Tenaris S.A.,Energy,31450277888.0,Luxembourg
TX,Luxembourg,8325408768.0,Basic Materials,Ternium S.A. Ternium S.A.,EQUITY,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",N,nasdaq_trader_symbol_directories,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",Luxembourg,2,0.18447660557624512,8394116096.0,Ternium S.A. Ternium S.A.,Basic Materials,8394116096.0,Luxembourg
NWGL,Macau,15559975.0,Basic Materials,CL Workshop Group Limited,EQUITY,CL Workshop Group Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,CL Workshop Group Limited - American Depositary Shares,Macau,1,,,,,15559975.0,Macau
CX,Mexico,18149918720.0,Basic Materials,"Cemex, S.A.B. de C.V. Sponsored",EQUITY,"Cemex, S.A.B. de C.V. Sponsored ADR",N,nasdaq_trader_symbol_directories,"Cemex, S.A.B. de C.V. Sponsored ADR",Mexico,1,0.08627316538689456,17156705280.0,"Cemex, S.A.B. de C.V. Sponsored",Basic Materials,17156705280.0,Mexico
VIST,Mexico,7332364800.0,Energy,Vista Energy S.A.B. de C.V.,EQUITY,"Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",N,nasdaq_trader_symbol_directories,"Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",Mexico,2,0.4,7710461440.0,Vista Energy S.A.B. de C.V.,Energy,7710461440.0,Mexico
OMAB,Mexico,5509189120.0,Industrials,Grupo Aeroportuario del Centro ,EQUITY,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,NASDAQ,nasdaq_trader_symbol_directories,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,Mexico,3,0.07573823580945771,5017788416.0,Grupo Aeroportuario del Centro ,Industrials,5017788416.0,Mexico
SIM,Mexico,4871727104.0,Basic Materials,"Grupo Simec, S.A.B. de C.V.",EQUITY,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",A,nasdaq_trader_symbol_directories,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",Mexico,4,0.032237454617007555,4394753024.0,"Grupo Simec, S.A.B. de C.V.",Basic Materials,4394753024.0,Mexico
VTMX,Mexico,2999105024.0,Real Estate,"Corporacion Inmobiliaria Vesta,",EQUITY,"Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares",N,nasdaq_trader_symbol_directories,"Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares",Mexico,5,0.09682631081543336,2987213056.0,"Corporacion Inmobiliaria Vesta,",Real Estate,2987213056.0,Mexico
AERO,Mexico,2172501760.0,Industrials,"Grupo Aeromexico, S.A.B. de C.V",EQUITY,"Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",N,nasdaq_trader_symbol_directories,"Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",Mexico,6,0.1847463720201189,2159370496.0,"Grupo Aeromexico, S.A.B. de C.V",Industrials,2159370496.0,Mexico
VLRS,Mexico,847297344.0,Industrials,Controladora Vuela Compania de ,EQUITY,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",N,nasdaq_trader_symbol_directories,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",Mexico,7,,,,,847297344.0,Mexico
ARGX,Netherlands,49242910720.0,Healthcare,argenx SE,EQUITY,argenx SE - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,argenx SE - American Depositary Shares,Netherlands,1,0.07791547689428124,50689044480.0,argenx SE,Healthcare,50689044480.0,Netherlands
PHAR,Netherlands,1175203840.0,Healthcare,Pharming Group N.V.,EQUITY,"Pharming Group N.V. - ADS, each representing 10 ordinary shares",NASDAQ,nasdaq_trader_symbol_directories,"Pharming Group N.V. - ADS, each representing 10 ordinary shares",Netherlands,2,0.08723938189465386,1157547520.0,Pharming Group N.V.,Healthcare,1157547520.0,Netherlands
ZEPP,Netherlands,241605008.0,Technology,Zepp Health Corporation,EQUITY,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",N,nasdaq_trader_symbol_directories,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",Netherlands,3,0.013066408046854227,264116304.0,Zepp Health Corporation,Technology,264116304.0,Netherlands
OPRA,Norway,1488421248.0,Communication Services,Opera Limited,EQUITY,Opera Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Opera Limited - American Depositary Shares,Norway,1,0.14552032741480192,1693446656.0,Opera Limited,Communication Services,1693446656.0,Norway
CPAC,Peru,917861056.0,Basic Materials,Cementos Pacasmayo S.A.A.,EQUITY,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),N,nasdaq_trader_symbol_directories,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Peru,1,0.08887679082290975,903305472.0,Cementos Pacasmayo S.A.A.,Basic Materials,903305472.0,Peru
PHI,Philippines,4592592384.0,Communication Services,PLDT Inc. Sponsored,EQUITY,PLDT Inc. Sponsored ADR,N,nasdaq_trader_symbol_directories,PLDT Inc. Sponsored ADR,Philippines,1,0.1097622374226774,4323469824.0,PLDT Inc. Sponsored,Communication Services,4323469824.0,Philippines
SE,Singapore,51050586112.0,Consumer Cyclical,Sea Limited,EQUITY,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",N,nasdaq_trader_symbol_directories,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",Singapore,1,0.10125700869160992,52312305664.0,Sea Limited,Consumer Cyclical,52312305664.0,Singapore
TCOM,Singapore,34608304128.0,Consumer Cyclical,Trip.com Group Limited,EQUITY,Trip.com Group Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Trip.com Group Limited - American Depositary Shares,Singapore,2,0.25632591570057484,33254733824.0,Trip.com Group Limited,Consumer Cyclical,33254733824.0,Singapore
JOYY,Singapore,2886612736.0,Communication Services,JOYY Inc.,EQUITY,JOYY Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,JOYY Inc. - American Depositary Shares,Singapore,3,0.14367204170290482,2974540288.0,JOYY Inc.,Communication Services,2974540288.0,Singapore
TIGR,Singapore,1178239744.0,Financial Services,UP Fintech Holding Limited,EQUITY,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAQ,nasdaq_trader_symbol_directories,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,Singapore,4,0.1256750226804494,1197876992.0,UP Fintech Holding Limited,Financial Services,1197876992.0,Singapore
HDL,Singapore,835479680.0,Consumer Cyclical,SUPER HI INTERNATIONAL HOLDING ,EQUITY,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,Singapore,5,0.09283144396609944,812533440.0,SUPER HI INTERNATIONAL HOLDING ,Consumer Cyclical,812533440.0,Singapore
CAN,Singapore,375361440.0,Technology,Canaan Inc.,EQUITY,Canaan Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Canaan Inc. - American Depositary Shares,Singapore,6,,,,,375361440.0,Singapore
AMBR,Singapore,221091696.0,Technology,Amber International Holding Lim,EQUITY,Amber International Holding Limited - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Amber International Holding Limited - American Depositary Shares,Singapore,7,,,,,221091696.0,Singapore
COE,Singapore,151760400.0,Consumer Defensive,51Talk Online Education Group,EQUITY,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",A,nasdaq_trader_symbol_directories,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",Singapore,8,,,,,151760400.0,Singapore
SOGP,Singapore,60777612.0,Communication Services,Sound Group Inc.,EQUITY,Sound Group Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Sound Group Inc. - American Depositary Shares,Singapore,9,,,,,60777612.0,Singapore
LITB,Singapore,38931760.0,Consumer Cyclical,"LightInTheBox Holding Co., Ltd.",EQUITY,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",N,nasdaq_trader_symbol_directories,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",Singapore,10,0.3039859183692145,39845648.0,"LightInTheBox Holding Co., Ltd.",Consumer Cyclical,39845648.0,Singapore
GFI,South Africa,39318638592.0,Basic Materials,Gold Fields Limited,EQUITY,Gold Fields Limited American Depositary Shares,N,nasdaq_trader_symbol_directories,Gold Fields Limited American Depositary Shares,South Africa,1,0.09880691458657298,37377753088.0,Gold Fields Limited,Basic Materials,37377753088.0,South Africa
SBSW,South Africa,9157867520.0,Basic Materials,D/B/A Sibanye-Stillwater Limite,EQUITY,D/B/A Sibanye-Stillwater Limited ADS,N,nasdaq_trader_symbol_directories,D/B/A Sibanye-Stillwater Limited ADS,South Africa,2,0.4,8492367360.0,D/B/A Sibanye-Stillwater Limite,Basic Materials,8492367360.0,South Africa
SSL,South Africa,8211485184.0,Basic Materials,Sasol Ltd.,EQUITY,Sasol Ltd. American Depositary Shares,N,nasdaq_trader_symbol_directories,Sasol Ltd. American Depositary Shares,South Africa,3,0.09174014296117361,8842647552.0,Sasol Ltd.,Basic Materials,8842647552.0,South Africa
DRD,South Africa,2499840000.0,Basic Materials,DRDGOLD Limited,EQUITY,DRDGOLD Limited American Depositary Shares,N,nasdaq_trader_symbol_directories,DRDGOLD Limited American Depositary Shares,South Africa,4,0.010000000000000002,2317686528.0,DRDGOLD Limited,Basic Materials,2317686528.0,South Africa
SHG,South Korea,33254072320.0,Financial Services,Shinhan Financial Group Co Ltd,EQUITY,Shinhan Financial Group Co Ltd American Depositary Shares,N,nasdaq_trader_symbol_directories,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,1,0.12671853270328703,33014867968.0,Shinhan Financial Group Co Ltd,Financial Services,33014867968.0,South Korea
PKX,South Korea,20638423040.0,Basic Materials,POSCO Holdings Inc.,EQUITY,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),N,nasdaq_trader_symbol_directories,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),South Korea,2,0.10125768652216782,24839913472.0,POSCO Holdings Inc.,Basic Materials,24839913472.0,South Korea
WF,South Korea,17213528064.0,Financial Services,Woori Financial Group Inc.,EQUITY,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),N,nasdaq_trader_symbol_directories,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),South Korea,3,0.4,16445936640.0,Woori Financial Group Inc.,Financial Services,16445936640.0,South Korea
LPL,South Korea,4280000256.0,Technology,"LG Display Co, Ltd AMERICAN DEP",EQUITY,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N,nasdaq_trader_symbol_directories,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",South Korea,4,0.028825951184644594,4320000000.0,"LG Display Co, Ltd AMERICAN DEP",Technology,4320000000.0,South Korea
DDI,South Korea,435326976.0,Communication Services,"DoubleDown Interactive Co., Ltd",EQUITY,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ,nasdaq_trader_symbol_directories,"DoubleDown Interactive Co., Ltd. - American Depository Shares",South Korea,5,0.10626132315779058,545087872.0,"DoubleDown Interactive Co., Ltd",Communication Services,545087872.0,South Korea
GRVY,South Korea,431735168.0,Communication Services,"GRAVITY Co., Ltd.",EQUITY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NASDAQ,nasdaq_trader_symbol_directories,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",South Korea,6,,,,,431735168.0,South Korea
SAN,Spain,173057933312.0,Financial Services,"Banco Santander, S.A. Sponsored",EQUITY,"Banco Santander, S.A. Sponsored ADR (Spain)",N,nasdaq_trader_symbol_directories,"Banco Santander, S.A. Sponsored ADR (Spain)",Spain,1,0.1192345717234845,166323912704.0,"Banco Santander, S.A. Sponsored",Financial Services,166323912704.0,Spain
GRFS,Spain,5437796352.0,Healthcare,"Grifols, S.A.",EQUITY,"Grifols, S.A. - American Depositary Shares",NASDAQ,nasdaq_trader_symbol_directories,"Grifols, S.A. - American Depositary Shares",Spain,2,0.18170156811766736,5601134592.0,"Grifols, S.A.",Healthcare,5601134592.0,Spain
TURB,Spain,23914108.0,Technology,"Turbo Energy, S.A.",EQUITY,"Turbo Energy, S.A. - American Depositary Shares",NASDAQ,nasdaq_trader_symbol_directories,"Turbo Energy, S.A. - American Depositary Shares",Spain,3,,,,,23914108.0,Spain
ERIC,Sweden,37733515264.0,Technology,Ericsson,EQUITY,Ericsson - American Depositary Shares each representing 1 underlying Class B share,NASDAQ,nasdaq_trader_symbol_directories,Ericsson - American Depositary Shares each representing 1 underlying Class B share,Sweden,1,0.07637993013023955,38738939904.0,Ericsson,Technology,38738939904.0,Sweden
PSNYW,Sweden,30955593728.0,Consumer Cyclical,Polestar Automotive Holding UK ,EQUITY,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),NASDAQ,nasdaq_trader_symbol_directories,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),Sweden,2,,,,,30955593728.0,Sweden
PSNY,Sweden,1618771584.0,Consumer Cyclical,Polestar Automotive Holding UK ,EQUITY,Polestar Automotive Holding UK Limited - Class A ADS,NASDAQ,nasdaq_trader_symbol_directories,Polestar Automotive Holding UK Limited - Class A ADS,Sweden,3,,,,,1618771584.0,Sweden
OTLY,Sweden,396557504.0,Consumer Defensive,Oatly Group AB,EQUITY,Oatly Group AB - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Oatly Group AB - American Depositary Shares,Sweden,4,,,,,396557504.0,Sweden
NIPG,Sweden,83555448.0,Communication Services,NIP Group Inc.,EQUITY,NIP Group Inc. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,NIP Group Inc. - American Depositary Shares,Sweden,5,,,,,83555448.0,Sweden
ONC,Switzerland,33281898496.0,Healthcare,BeOne Medicines Ltd.,EQUITY,BeOne Medicines Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,BeOne Medicines Ltd. - American Depositary Shares,Switzerland,1,0.12383454198220412,33020801024.0,BeOne Medicines Ltd.,Healthcare,33020801024.0,Switzerland
MOLN,Switzerland,164611344.0,Healthcare,Molecular Partners AG,EQUITY,Molecular Partners AG - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Molecular Partners AG - American Depositary Shares,Switzerland,2,,,,,164611344.0,Switzerland
WKEY,Switzerland,82349472.0,Technology,WISeKey International Holding L,EQUITY,WISeKey International Holding Ltd - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,WISeKey International Holding Ltd - American Depositary Shares,Switzerland,3,0.11635396574078183,77392736.0,WISeKey International Holding L,Technology,77392736.0,Switzerland
ADXN,Switzerland,7564467.0,Healthcare,Addex Therapeutics Ltd,EQUITY,Addex Therapeutics Ltd - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Addex Therapeutics Ltd - American Depositary Shares,Switzerland,4,,,,,7564467.0,Switzerland
ASX,Taiwan,65296662528.0,Technology,"ASE Technology Holding Co., Ltd",EQUITY,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N,nasdaq_trader_symbol_directories,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",Taiwan,1,0.13003739206201692,70820569088.0,"ASE Technology Holding Co., Ltd",Technology,70820569088.0,Taiwan
HIMX,Taiwan,1906475392.0,Technology,"Himax Technologies, Inc.",EQUITY,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ,nasdaq_trader_symbol_directories,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",Taiwan,2,0.04132071691552264,2016363648.0,"Himax Technologies, Inc.",Technology,2016363648.0,Taiwan
IMOS,Taiwan,1601911424.0,Technology,ChipMOS TECHNOLOGIES INC.,EQUITY,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,Taiwan,3,0.1736047944119382,1673871360.0,ChipMOS TECHNOLOGIES INC.,Technology,1673871360.0,Taiwan
HEPS,Turkey,1013153600.0,Consumer Cyclical,D-Market Electronic Services & ,EQUITY,D-Market Electronic Services & Trading - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,D-Market Electronic Services & Trading - American Depositary Shares,Turkey,1,0.34439012306806915,1009535168.0,D-Market Electronic Services & ,Consumer Cyclical,1009535168.0,Turkey
VEON,United Arab Emirates,3765706752.0,Communication Services,VEON Ltd.,EQUITY,VEON Ltd. - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,VEON Ltd. - American Depositary Shares,United Arab Emirates,1,0.16230849361175737,3393674752.0,VEON Ltd.,Communication Services,3393674752.0,United Arab Emirates
YALA,United Arab Emirates,1039736640.0,Technology,Yalla Group Limited,EQUITY,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share",N,nasdaq_trader_symbol_directories,"Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share",United Arab Emirates,2,0.1184766730469603,1018772544.0,Yalla Group Limited,Technology,1018772544.0,United Arab Emirates
SHEL,United Kingdom,249320947712.0,Energy,Shell PLC,EQUITY,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,N,nasdaq_trader_symbol_directories,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,United Kingdom,1,0.08059400279426365,248895160320.0,Shell PLC,Energy,248895160320.0,United Kingdom
ARM,United Kingdom,217295536128.0,Technology,Arm Holdings plc,EQUITY,Arm Holdings plc - American Depositary Shares,NASDAQ,nasdaq_trader_symbol_directories,Arm Holdings plc - American Depositary Shares,United Kingdom,2,0.027155903621288696,215861821440.0,Arm Holdings plc,Technology,215861821440.0,United Kingdom
UL,United Kingdom,125617127424.0,Consumer Defensive,Unilever PLC,EQUITY,Unilever PLC American Depositary Shares (each representing One Ordinary Share),N,nasdaq_trader_symbol_directories,Unilever PLC American Depositary Shares (each representing One Ordinary Share),United Kingdom,3,0.07122699851452352,128215949312.0,Unilever PLC,Consumer Defensive,128215949312.0,United Kingdom
BTI,United Kingdom,123971854336.0,Consumer Defensive,British American Tobacco  Indus,EQUITY,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N,nasdaq_trader_symbol_directories,"British American Tobacco  Industries, p.l.c. Common Stock ADR",United Kingdom,4,0.10640955248181505,126257987584.0,British American Tobacco  Indus,Consumer Defensive,126257987584.0,United Kingdom
GSK,United Kingdom,111035965440.0,Healthcare,GSK plc,EQUITY,GSK plc American Depositary Shares (Each representing two Ordinary Shares),N,nasdaq_trader_symbol_directories,GSK plc American Depositary Shares (Each representing two Ordinary Shares),United Kingdom,5,0.10281418388081154,101595013120.0,GSK plc,Healthcare,101595013120.0,United Kingdom
NGG,United Kingdom,86497837056.0,Utilities,"National Grid Transco, PLC Nati",EQUITY,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",N,nasdaq_trader_symbol_directories,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",United Kingdom,6,0.10546484590254457,87072071680.0,"National Grid Transco, PLC Nati",Utilities,87072071680.0,United Kingdom
