date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status,source_file
2026-06-19,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0549448190218754,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0683726962431911,0.9635948767282296,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,IVV,iShares Core S&P 500 ETF,Broad Market,0.0638300279979918,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,IWD,iShares Russell 1000 Value ETF,Style,0.0806136079374693,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,IWF,iShares Russell 1000 Growth ETF,Style,0.0615240662536918,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,IWM,iShares Russell 2000 ETF,Small Cap,0.065635780049653,0.8982147756742165,25,22,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0672476008819145,0.9557670772676374,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0778593753342416,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,SMH,VanEck Semiconductor ETF,Theme,0.0612353621681409,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0638298797537425,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,VOO,Vanguard S&P 500 ETF,Broad Market,0.0654524114756013,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0830396443823508,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,VTV,Vanguard Value ETF,Style,0.0761278123547982,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,VUG,Vanguard Growth ETF,Style,0.0689227712900956,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XBI,SPDR S&P Biotech ETF,Theme,0.0708798462813528,0.4321960358139232,25,11,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLB,Materials Select Sector SPDR Fund,Sector,0.0779108966925641,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLC,Communication Services Select Sector SPDR Fund,Sector,0.1111508858058566,0.5660957400087835,24,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLE,Energy Select Sector SPDR Fund,Sector,0.0776394936028377,0.7797524113313586,22,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLF,Financial Select Sector SPDR Fund,Sector,0.0835314419091694,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLI,Industrial Select Sector SPDR Fund,Sector,0.0737818482504367,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLK,Technology Select Sector SPDR Fund,Sector,0.0613293627719326,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0794939223416115,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0545572705008932,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLU,Utilities Select Sector SPDR Fund,Sector,0.0716456911094152,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLV,Health Care Select Sector SPDR Fund,Sector,0.0822046197748399,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
2026-06-19,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0855516358871011,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202606/etf_icc_2026_06_19.csv
