date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-06-23,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.06561884433509518,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,IVV,iShares Core S&P 500 ETF,Broad Market,0.06680259402229174,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,VOO,Vanguard S&P 500 ETF,Broad Market,0.06655095388424444,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,VTI,Vanguard Total Stock Market ETF,Broad Market,0.08592515992323783,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.08314381898312104,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.05498891125293627,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,IWM,iShares Russell 2000 ETF,Small Cap,0.06658353180492638,0.9332854356974237,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.06606876723277173,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06094595087173899,0.9521649884045509,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,VUG,Vanguard Growth ETF,Style,0.07253189128953894,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,VTV,Vanguard Value ETF,Style,0.07697562138004699,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,IWF,iShares Russell 1000 Growth ETF,Style,0.06256220425004645,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,IWD,iShares Russell 1000 Value ETF,Style,0.08625585450779567,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLK,Technology Select Sector SPDR Fund,Sector,0.06092012838356832,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLF,Financial Select Sector SPDR Fund,Sector,0.08455894868274905,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLV,Health Care Select Sector SPDR Fund,Sector,0.0833424750838885,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.08754781592178343,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0772683666367128,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLE,Energy Select Sector SPDR Fund,Sector,0.07623054095547703,0.7814001696033166,22,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
2026-06-23,XLI,Industrial Select Sector SPDR Fund,Sector,0.07367405565189963,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLB,Materials Select Sector SPDR Fund,Sector,0.08506506782136383,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLU,Utilities Select Sector SPDR Fund,Sector,0.07271810993457443,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.054412093980666584,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XLC,Communication Services Select Sector SPDR Fund,Sector,0.11119337543617921,0.5870787409077914,24,22,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
2026-06-23,SMH,VanEck Semiconductor ETF,Theme,0.0642049376074702,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-23,XBI,SPDR S&P Biotech ETF,Theme,0.15602671799193404,0.12113341781254691,25,3,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
