date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-06-08,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.06598886350578706,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,IVV,iShares Core S&P 500 ETF,Broad Market,0.06624476682887258,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,VOO,Vanguard S&P 500 ETF,Broad Market,0.0757592491526263,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,VTI,Vanguard Total Stock Market ETF,Broad Market,0.076031303331324,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.07792598972173467,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.10944602736249325,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,IWM,iShares Russell 2000 ETF,Small Cap,0.06194583834920547,0.958175378646306,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.07382229046263332,0.96,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.05997478834451636,0.9551689041826201,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,VUG,Vanguard Growth ETF,Style,0.05416007981082691,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,VTV,Vanguard Value ETF,Style,0.07617958205026597,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,IWF,iShares Russell 1000 Growth ETF,Style,0.06442308716515822,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,IWD,iShares Russell 1000 Value ETF,Style,0.07600597377817138,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLK,Technology Select Sector SPDR Fund,Sector,0.07525766678415696,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLF,Financial Select Sector SPDR Fund,Sector,0.08773159621977072,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLV,Health Care Select Sector SPDR Fund,Sector,0.08182372799877381,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.08445795317334426,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.08263166283452825,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLE,Energy Select Sector SPDR Fund,Sector,0.07310223783196733,0.836246695339936,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLI,Industrial Select Sector SPDR Fund,Sector,0.0765122331833903,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLB,Materials Select Sector SPDR Fund,Sector,0.08677952133359168,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLU,Utilities Select Sector SPDR Fund,Sector,0.07517191462953124,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.05432162596132824,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XLC,Communication Services Select Sector SPDR Fund,Sector,0.11060288583658615,0.533391557496361,24,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
2026-06-08,SMH,VanEck Semiconductor ETF,Theme,0.06505767368296082,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-06-08,XBI,SPDR S&P Biotech ETF,Theme,0.08296101447463933,0.5480785195213219,25,15,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
