date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-26,Argentina,0.18306803863846224,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Australia,0.07984942648741766,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Brazil,0.14423029274802435,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Canada,0.09115316873730499,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Chile,0.14664068257916418,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,China,0.32484518813232266,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Colombia,0.09926041312824496,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,France,0.10822549366332992,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Germany,0.11586013175775847,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,India,0.09578422847573773,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Israel,0.12720004624986841,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Italy,0.07073314463267802,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Japan,0.10598254100226052,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Luxembourg,0.06680875203652344,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Mexico,0.08522574329078027,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Netherlands,0.08130706312645597,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Peru,0.10785464438697878,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Singapore,0.10922121871276386,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,South Africa,0.16793352872479442,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,South Korea,0.21507295222687212,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,Spain,0.11168679265842783,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Switzerland,0.10062503361992242,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-26,Taiwan,0.09078173664368219,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-26,United Kingdom,0.08377799197069302,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
