date,country,ticker,company,icc,mktcap
2026-06-30,Argentina,YPF,YPF,0.0943928195722451,17830008832.0
2026-06-30,Brazil,PBR,Petrobras,0.1658813448137991,104140955648.0
2026-06-30,Canada,RY,Royal Bank of Canada,0.091040407223298,287618400256.0
2026-06-30,Chile,SQM,SQM,0.0625060646381381,21148624896.0
2026-06-30,China,BABA,Alibaba Group,0.3568794051466971,230401818624.0
2026-06-30,Colombia,EC,Ecopetrol,0.0962541139000811,29275086848.0
2026-06-30,France,TTE,TotalEnergies,0.1022564995587335,172871024640.0
2026-06-30,Germany,SAP,SAP,0.0930518532166796,181685272576.0
2026-06-30,India,HDB,HDFC Bank,0.0821892644256129,132604502016.0
2026-06-30,Israel,TEVA,Teva,0.1467731879961687,39450787840.0
2026-06-30,Italy,E,Eni,0.0954662293643249,68441972736.0
2026-06-30,Japan,MUFG,Mitsubishi UFJ,0.0750428870184333,224296992768.0
2026-06-30,Luxembourg,SPOT,Spotify,0.066015335826428,94406344704.0
2026-06-30,Mexico,AMX,America Movil,0.0930309202970308,78047969280.0
2026-06-30,Netherlands,ASML,ASML,0.0615240135219146,766765301760.0
2026-06-30,Peru,BAP,Credicorp,0.110097739613404,30951475200.0
2026-06-30,Singapore,SE,Sea Limited,0.1073689235429714,58694393856.0
2026-06-30,South Africa,GFI,Gold Fields,0.1281716355770997,30043518976.0
2026-06-30,South Korea,KB,KB Financial,0.4,37228023808.0
2026-06-30,Spain,SAN,Santander,0.1125678828164437,197843451904.0
2026-06-30,Switzerland,NVS,Novartis,0.0860177423220197,299036180480.0
2026-06-30,Taiwan,TSM,Taiwan Semiconductor,0.0845642547011743,2476904546304.0
2026-06-30,United Kingdom,ARM,Arm Holdings,0.0370983844270084,378708688896.0
