date,country,ticker,name,mktcap,icc,selected
2026-06-29,Argentina,YPF,YPF Sociedad Anonima,17743740928.0,0.0946736985818582,True
2026-06-29,Australia,BHP,BHP Group Limited,207647801344.0,0.0809407100050102,True
2026-06-29,Bermuda,ACGL,Arch Capital Group Ltd.,34261143552.0,0.0826529200855502,True
2026-06-29,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,104914288640.0,0.1649102513112964,True
2026-06-29,Canada,RY,Royal Bank Of Canada,284588933120.0,0.0917177359741043,True
2026-06-29,Cayman Islands,CRDO,Credo Technology Group Holding ,45813891072.0,0.0995772964153235,True
2026-06-29,Chile,SQM,Sociedad Quimica y Minera S.A.,19954659328.0,0.0653012048673989,True
2026-06-29,China,BABA,Alibaba Group Holding Limited,229273567232.0,0.3576089225634057,True
2026-06-29,Cyprus,GDEV,GDEV Inc.,220346928.0,0.2334589179301017,True
2026-06-29,Denmark,GMAB,Genmab A/S,15974611968.0,0.1921588592994046,True
2026-06-29,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,278576365568.0,0.0821642024970089,True
2026-06-29,Germany,SIEGY,Siemens AG,238123958272.0,0.0829625389018399,True
2026-06-29,Greece,ESEA,Euroseas Ltd.,469182848.0,0.1369961106532039,True
2026-06-29,Hong Kong,FUTU,Futu Holdings Limited,13622699008.0,0.4,True
2026-06-29,India,HDB,HDFC Bank Limited,133015199744.0,0.0820133433957648,True
2026-06-29,Ireland,PDD,PDD Holdings Inc.,108946767872.0,0.3720633937312506,True
2026-06-29,Israel,TEVA,Teva Pharmaceutical Industries ,38787063808.0,0.1480239572729627,True
2026-06-29,Italy,ISNPY,Intesa Sanpaolo S.p.A.,117876563968.0,0.1193577048314503,True
2026-06-29,Japan,MUFG,"Mitsubishi UFJ Financial Group,",225311916032.0,0.0747893844575297,True
2026-06-29,Jersey,CSHR,CoinShares PLC,495493568.0,0.257468569101171,True
2026-06-29,Jordan,IGIC,International General Insurance,1106876544.0,0.1089510811412978,True
2026-06-29,Luxembourg,MT,Arcelor Mittal NY Registry Shar,45150265344.0,0.1809447697766434,True
2026-06-29,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-06-29,Mexico,AMX,"America Movil, S.A.B. de C.V.",80330252288.0,0.0912018372366477,True
2026-06-29,Netherlands,ASML,ASML Holding N.V. - New York Re,725783871488.0,0.063916757562486,True
2026-06-29,Singapore,GRAB,Grab Holdings Limited,15296600064.0,0.1021795377100823,True
2026-06-29,South Africa,NPSNY,Naspers Ltd.,38368366592.0,0.01,True
2026-06-29,South Korea,KB,KB Financial Group Inc,35929870336.0,0.4,True
2026-06-29,Spain,SAN,"Banco Santander, S.A. Sponsored",195692969984.0,0.113347722784702,True
2026-06-29,Sweden,SPOT,Spotify Technology S.A.,95056101376.0,0.065719520527457,True
2026-06-29,Switzerland,RHHBY,Roche Holding Ltd,338468667392.0,0.0767889829677282,True
2026-06-29,Taiwan,TSM,Taiwan Semiconductor Manufactur,2360364236800.0,0.087235286220435,True
2026-06-29,Turkey,HEPS,D-Market Electronic Services & ,1035953152.0,0.3379448201318958,True
2026-06-29,United Arab Emirates,AIIR,Air Global PLC,1052136128.0,0.1062680362425226,True
2026-06-29,United Kingdom,ARM,Arm Holdings plc,366970503168.0,0.0378637331125027,True
2026-06-29,United States,BAM,Brookfield Asset Management Inc,70274572288.0,0.0970058091698354,True
2026-06-29,Uruguay,MELI,"MercadoLibre, Inc.",85329952768.0,0.0934302980060238,True
