date,country,ticker,company,icc,mktcap
2026-06-26,Argentina,YPF,YPF,0.0945713328135583,17775112192.0
2026-06-26,Australia,BHP,BHP,0.0814921340698061,205818757120.0
2026-06-26,Brazil,PBR,Petrobras,0.1648299086533841,104978735104.0
2026-06-26,Canada,RY,Royal Bank of Canada,0.0923301711626206,281893011456.0
2026-06-26,Chile,SQM,SQM,0.064040987100664,20448811008.0
2026-06-26,China,BABA,Alibaba Group,0.3530539703736707,227593191424.0
2026-06-26,Colombia,EC,Ecopetrol,0.0938205115513947,30261889024.0
2026-06-26,France,TTE,TotalEnergies,0.1032898829110883,170670096384.0
2026-06-26,Germany,SAP,SAP,0.092654145605972,182840606720.0
2026-06-26,India,HDB,HDFC Bank,0.082388191985132,132142465024.0
2026-06-26,Israel,TEVA,Teva,0.1418657820727341,38670618624.0
2026-06-26,Italy,E,Eni,0.0967530694764542,67302735872.0
2026-06-26,Japan,MUFG,Mitsubishi UFJ,0.0742879498599776,227341746176.0
2026-06-26,Luxembourg,SPOT,Spotify,0.0659317190512748,94589337600.0
2026-06-26,Mexico,AMX,America Movil,0.0914826897422488,79309234176.0
2026-06-26,Netherlands,ASML,ASML,0.0647377975702309,691678216192.0
2026-06-26,Peru,BAP,Credicorp,0.1111963720339167,30516101120.0
2026-06-26,Singapore,SE,Sea Limited,0.110268810838145,55938215936.0
2026-06-26,South Africa,GFI,Gold Fields,0.1283455049795591,29989853184.0
2026-06-26,South Korea,KB,KB Financial,0.4,34876444672.0
2026-06-26,Spain,SAN,Santander,0.1147305139082792,191965495296.0
2026-06-26,Switzerland,NVS,Novartis,0.087274489123443,296536571904.0
2026-06-26,Taiwan,TSM,Taiwan Semiconductor,0.0881118979918804,2242372173824.0
2026-06-26,United Kingdom,ARM,Arm Holdings,0.0385399323977723,357026693120.0
