date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-12,Argentina,0.16332162362971708,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Brazil,0.13884830464221756,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Canada,0.0916222279765369,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Chile,0.13271766570819357,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,China,0.3118994909942969,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Colombia,0.0929567423768689,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,France,0.10025399144322153,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,Germany,0.11326100752447837,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,India,0.09552524072418485,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Israel,0.11567696709263331,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Italy,0.07074931410940902,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,Japan,0.10854716388168044,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Luxembourg,0.06403270678086911,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,Mexico,0.08318754035419577,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Netherlands,0.0789663414025831,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Peru,0.10284505195428677,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,Singapore,0.11531173259508615,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,South Africa,0.15757104463420712,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,South Korea,0.20457236436585502,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,Spain,0.11472419101113435,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,Switzerland,0.10239663700119525,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-12,Taiwan,0.08663245081045279,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-12,United Kingdom,0.08163297493575991,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
