date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-29,Argentina,0.178284184894905,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Australia,0.0766130870190487,10,2,0.9977310262158068,Partial ADR estimate,partial_adr_estimate
2026-06-29,Brazil,0.1330893441155595,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Canada,0.0913533840934117,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Cayman Islands,0.1277190592217316,8,6,0.9928383807802472,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Chile,0.1290942785754896,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,China,0.3114370085864973,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Denmark,0.1918673503163522,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-29,France,0.0977433898964047,10,7,0.9913330621050064,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Germany,0.1015055643369012,10,9,0.9720944752786588,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Greece,0.1395658846483944,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-29,Hong Kong,0.3505943059941684,10,6,0.971715527842869,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,India,0.0956413948179183,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Ireland,0.1247013378813268,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Israel,0.0889868989419194,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Italy,0.0847795509948489,6,5,0.9998885671354422,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Japan,0.1060665335734591,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Jersey,0.2664847201889732,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-29,Luxembourg,0.1769170001485528,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Malaysia,0.01629570952346,5,2,0.8579566809650522,Partial ADR estimate,partial_adr_estimate
2026-06-29,Mexico,0.0873463053010861,9,8,0.9999882916565614,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Netherlands,0.0723600831210541,8,7,0.9995745434397606,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Singapore,0.10249557146026,10,3,0.6912377176885696,Partial ADR estimate,partial_adr_estimate
2026-06-29,South Africa,0.1025257894886737,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,South Korea,0.2325724655359204,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Spain,0.1104414646837511,4,3,0.9997858270563496,Partial ADR estimate,partial_adr_estimate
2026-06-29,Sweden,0.0680615726951187,3,2,0.99274349853064,Partial ADR estimate,partial_adr_estimate
2026-06-29,Switzerland,0.0897316907945627,8,6,0.993341633146943,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,Taiwan,0.0891610030219186,10,8,0.9999619644504468,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,United Arab Emirates,0.1026443726251529,4,2,0.5809871426044628,Partial ADR estimate,partial_adr_estimate
2026-06-29,United Kingdom,0.082996934099545,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-29,United States,0.1056697708727599,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
