date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-04,Argentina,0.16437314074345777,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Brazil,0.14158294346606032,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Canada,0.0915535219939962,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Chile,0.13764275959069389,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,China,0.3034159308958998,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Colombia,0.10004039726956623,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,France,0.09891866416380177,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,Germany,0.10534086458914352,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,India,0.09637153950943607,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Israel,0.1139191508199663,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Italy,0.07066848972750714,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,Japan,0.08612454451787159,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Luxembourg,0.06302555342941002,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,Mexico,0.08802147792076329,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Netherlands,0.0815159965886097,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Peru,0.10929855762907911,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,Singapore,0.10264246448504419,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,South Africa,0.14674034083064147,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,South Korea,0.2009021301493843,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,Spain,0.11681303427129822,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,Switzerland,0.10410782653369294,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-04,Taiwan,0.08411319857020653,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-04,United Kingdom,0.08216061291042176,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
