date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-18,Argentina,0.1626007822311949,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Brazil,0.1368694305503097,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Canada,0.0866712673096939,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Chile,0.1345451926883176,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,China,0.3169257968857451,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Colombia,0.075787629371492,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,France,0.1061915658490812,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,Germany,0.1162564226622081,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,India,0.0897469991161429,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Israel,0.1260170846103939,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Italy,0.063498555369773,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,Japan,0.0963838289794495,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Luxembourg,0.0660313458012763,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,Mexico,0.082980425071231,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Netherlands,0.0733633398425235,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Peru,0.1025354261190417,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,Singapore,0.1096460375778464,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,South Africa,0.1385602305708765,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,South Korea,0.2067642902757833,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,Spain,0.1111334495662107,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,Switzerland,0.1037016432610237,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-18,Taiwan,0.0765760815169967,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-18,United Kingdom,0.0780307445852716,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
