date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-03,Argentina,0.17342833294381813,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Australia,0.06820249989103355,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Brazil,0.14109010422998478,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Canada,0.0924753114927144,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Chile,0.13679520118994112,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,China,0.2978850115402372,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Colombia,0.10026648829735449,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,France,0.10038547036849985,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Germany,0.10775196341810495,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,India,0.09725457912847334,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Israel,0.11505050003751907,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Italy,0.07113433411696593,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Japan,0.08743193480209233,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Luxembourg,0.06310245223132513,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Mexico,0.08786374738719131,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Netherlands,0.08128587330921773,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Peru,0.1094087621357279,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Singapore,0.1041761224280206,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,South Africa,0.15152259179945932,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,South Korea,0.1964280727354418,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,Spain,0.11814305260329551,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Switzerland,0.10594626975428308,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-03,Taiwan,0.08499383556209868,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-03,United Kingdom,0.08155874167584565,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
