date,country,ticker,company,icc,mktcap
2026-06-17,Argentina,YPF,YPF,0.0816409525500075,19939651584.0
2026-06-17,Brazil,PBR,Petrobras,0.1609228094170748,108200919040.0
2026-06-17,Canada,RY,Royal Bank of Canada,0.0930154483669226,278905225216.0
2026-06-17,Chile,SQM,SQM,0.0539703788859756,23705081856.0
2026-06-17,China,BABA,Alibaba Group,0.3379010055952124,257762951168.0
2026-06-17,Colombia,EC,Ecopetrol,0.0768328541539383,32214931456.0
2026-06-17,France,TTE,TotalEnergies,0.0981132684011555,182707601408.0
2026-06-17,Germany,SAP,SAP,0.0924697340147621,187202666496.0
2026-06-17,India,HDB,HDFC Bank,0.0766812378870548,127081046016.0
2026-06-17,Israel,TEVA,Teva,0.1380029265799619,37913743360.0
2026-06-17,Italy,E,Eni,0.0798791068415913,72868388864.0
2026-06-17,Japan,MUFG,Mitsubishi UFJ,0.0745407985306995,233995108352.0
2026-06-17,Luxembourg,SPOT,Spotify,0.0663501882631368,93680500736.0
2026-06-17,Mexico,AMX,America Movil,0.0894718091902668,79444656128.0
2026-06-17,Netherlands,ASML,ASML,0.0610497253018203,719894675456.0
2026-06-17,Peru,BAP,Credicorp,0.1049665115205523,30741733376.0
2026-06-17,Singapore,SE,Sea Limited,0.1105964208441013,55638093824.0
2026-06-17,South Africa,GFI,Gold Fields,0.0913146301717414,34783936512.0
2026-06-17,South Korea,KB,KB Financial,0.4,37742325760.0
2026-06-17,Spain,SAN,Santander,0.1150553791697831,191421448192.0
2026-06-17,Switzerland,NVS,Novartis,0.0892082659055552,287892930560.0
2026-06-17,Taiwan,TSM,Taiwan Semiconductor,0.0794073426861606,2241334607872.0
2026-06-17,United Kingdom,ARM,Arm Holdings,0.0328371260283501,447396839424.0
