date,country,ticker,name,mktcap,icc,selected
2026-06-30,Argentina,YPF,YPF Sociedad Anonima,17830008832.0,0.0943928195722451,True
2026-06-30,Australia,BHP,BHP Group Limited,211636142080.0,0.0797660069621389,True
2026-06-30,Bermuda,ACGL,Arch Capital Group Ltd.,33911752704.0,0.0831932096113444,True
2026-06-30,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,104140955648.0,0.1658813448137991,True
2026-06-30,Canada,RY,Royal Bank Of Canada,287618400256.0,0.091040407223298,True
2026-06-30,Cayman Islands,CRDO,Credo Technology Group Holding ,50712670208.0,0.0939782950059092,True
2026-06-30,Chile,SQM,Sociedad Quimica y Minera S.A.,21148624896.0,0.0625060646381381,True
2026-06-30,China,BABA,Alibaba Group Holding Limited,230377357312.0,0.3568794051466971,True
2026-06-30,Cyprus,GDEV,GDEV Inc.,228333136.0,0.2296180676445244,True
2026-06-30,Denmark,GMAB,Genmab A/S,16864818176.0,0.1876122442445728,True
2026-06-30,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,278675062784.0,0.0821424223827505,True
2026-06-30,Germany,SIEGY,Siemens AG,238062403584.0,0.0829778979261993,True
2026-06-30,Greece,ESEA,Euroseas Ltd.,468265664.0,0.1371803115906988,True
2026-06-30,Hong Kong,FUTU,Futu Holdings Limited,13141831680.0,0.4,True
2026-06-30,India,HDB,HDFC Bank Limited,132604502016.0,0.0821892644256129,True
2026-06-30,Ireland,PDD,PDD Holdings Inc.,108576677888.0,0.3726064751547037,True
2026-06-30,Israel,TEVA,Teva Pharmaceutical Industries ,39450787840.0,0.1467731879961687,True
2026-06-30,Italy,ISNPY,Intesa Sanpaolo S.p.A.,118079897600.0,0.1191985507783358,True
2026-06-30,Japan,MUFG,"Mitsubishi UFJ Financial Group,",224296992768.0,0.0750428870184333,True
2026-06-30,Jersey,CSHR,CoinShares PLC,496811392.0,0.2569461421275089,True
2026-06-30,Jordan,IGIC,International General Insurance,1116260480.0,0.108387704904845,True
2026-06-30,Luxembourg,MT,Arcelor Mittal NY Registry Shar,45558800384.0,0.1801393393927733,True
2026-06-30,Malaysia,EMPG,Empro Group Inc.,143046400.0,0.01,True
2026-06-30,Mexico,AMX,"America Movil, S.A.B. de C.V.",78047969280.0,0.0930309202970308,True
2026-06-30,Netherlands,ASML,ASML Holding N.V. - New York Re,766765301760.0,0.0615240135219146,True
2026-06-30,Singapore,GRAB,Grab Holdings Limited,15419299840.0,0.1017240768352524,True
2026-06-30,South Africa,NPSNY,Naspers Ltd.,38368366592.0,0.01,True
2026-06-30,South Korea,KB,KB Financial Group Inc,37228023808.0,0.4,True
2026-06-30,Spain,SAN,"Banco Santander, S.A. Sponsored",197843451904.0,0.1125678828164437,True
2026-06-30,Sweden,SPOT,Spotify Technology S.A.,94406344704.0,0.066015335826428,True
2026-06-30,Switzerland,RHHBY,Roche Holding Ltd,338661933056.0,0.0767552666249326,True
2026-06-30,Taiwan,TSM,Taiwan Semiconductor Manufactur,2476904546304.0,0.0845642547011743,True
2026-06-30,Turkey,HEPS,D-Market Electronic Services & ,1039525440.0,0.3373765870698361,True
2026-06-30,United Arab Emirates,KYIV,Kyivstar Group Ltd.,3733064704.0,0.4,True
2026-06-30,United Kingdom,ARM,Arm Holdings plc,378708688896.0,0.0370983844270084,True
2026-06-30,United States,BAM,Brookfield Asset Management Inc,71615873024.0,0.0955700911327234,True
2026-06-30,Uruguay,MELI,"MercadoLibre, Inc.",86052896768.0,0.0929760967232177,True
