date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-24,Argentina,0.178716929099791,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Australia,0.079970119467969,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Brazil,0.145304105733172,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Canada,0.0918275340856642,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Chile,0.1427538066909917,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,China,0.3253703400944631,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Colombia,0.0952361183762159,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,France,0.1079908992265873,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Germany,0.1166899028710011,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,India,0.0958434438144352,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Israel,0.1277886919933644,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Italy,0.071637813878886,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Japan,0.1065015507386809,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Luxembourg,0.0672887685563392,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Mexico,0.0869898978672627,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Netherlands,0.0814003264796179,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Peru,0.1048655171434923,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Singapore,0.1091602165887464,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,South Africa,0.170129877504944,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,South Korea,0.2116975604897246,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,Spain,0.1120461502697625,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Switzerland,0.1012569615906625,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-24,Taiwan,0.0831062840066873,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-24,United Kingdom,0.0830999079358764,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
