date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-06-10,Argentina,0.16470294313762973,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Brazil,0.14240512819965742,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Canada,0.09235547136097826,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Chile,0.13952299729826687,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,China,0.3108221816834579,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Colombia,0.09548821244038867,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,France,0.10040812472232945,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,Germany,0.11152792507473921,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,India,0.09783454072636658,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Israel,0.11692614799666727,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Italy,0.07101902620615624,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,Japan,0.10818895056980647,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Luxembourg,0.06225372746387555,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,Mexico,0.08740177740759147,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Netherlands,0.08237644096874988,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Peru,0.10724745614467801,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,Singapore,0.11573168175971554,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,South Africa,0.16110975610108974,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,South Korea,0.20517776379395153,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,Spain,0.12002491829269973,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,Switzerland,0.1049663138735937,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-06-10,Taiwan,0.08894721496442291,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-06-10,United Kingdom,0.08309635614855329,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
