date,universe,vw_icc,ew_icc,n_items,source_file
2026-04-17,dow30,0.07299462082701691,0.07485511355283102,30,data/202604/icc_live_dow30_2026_0417.csv
2026-04-17,ndx100,0.07476002455646256,0.07965667788154965,100,data/202604/icc_live_ndx100_2026_0417.csv
2026-04-17,rut1000,0.07560625053442091,0.08580194740172441,978,data/202604/icc_live_rut1000_2026_0417.csv
2026-04-17,sp100,0.07467273139411307,0.07999776305043628,101,data/202604/icc_live_sp100_2026_0417.csv
2026-04-17,sp400,0.08325199558475849,0.08857589882403234,396,data/202604/icc_live_sp400_2026_0417.csv
2026-04-17,sp500,0.07497356646740205,0.08046401077849703,500,data/202604/icc_live_sp500_2026_0417_r1.csv
2026-04-17,sp600,0.09284398170258361,0.10106340745844973,572,data/202604/icc_live_sp600_2026_0417.csv
