date,value_icc,growth_icc,ivp_bm,n_items,source_file
2026-03-24,0.12305052871695599,0.08660742339491631,0.036443105322039676,2568,data/202603/icc_live_usall_2026_0324_r1.csv
2026-03-25,0.12336872094749013,0.0860030853724632,0.03736563557502692,2570,data/202603/icc_live_usall_2026_0325_r1.csv
2026-03-26,0.12393179998640516,0.08682427112569097,0.037107528860714195,2577,data/202603/icc_live_usall_2026_0326_r1.csv
2026-03-27,0.12511699871318338,0.08817317866662096,0.03694382004656242,2579,data/202603/icc_live_usall_2026_0327_r1.csv
2026-03-30,0.12554258461299234,0.08906143636642469,0.036481148246567646,2579,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-31,0.12256802483293994,0.08705299604395006,0.03551502878898988,2577,data/202603/icc_live_usall_2026_0331_r1.csv
2026-04-01,0.12269809185690356,0.08562970069845602,0.03706839115844754,2583,data/202604/icc_live_usall_2026_0401_r1.csv
2026-04-02,0.12281492479182682,0.0862754690008084,0.036539455791018416,2582,data/202604/icc_live_usall_2026_0402_r1.csv
2026-04-03,0.12273418353258761,0.08643538955658403,0.03629879397600358,2578,data/202604/icc_live_usall_2026_0403_r1.csv
2026-04-06,0.12203878358700879,0.08577023931005401,0.03626854427695478,2579,data/202604/icc_live_usall_2026_0406_r1.csv
2026-04-07,0.12323971268088707,0.08651027334958895,0.03672943933129812,2579,data/202604/icc_live_usall_2026_0407_r1.csv
2026-04-08,0.12183944676736713,0.08388231245236719,0.037957134314999946,2576,data/202604/icc_live_usall_2026_0408_r1.csv
2026-04-09,0.12201114716634603,0.0840022170591142,0.03800893010723183,2578,data/202604/icc_live_usall_2026_0409_r1.csv
2026-04-10,0.12209466541196805,0.08448176533251081,0.03761290007945724,2574,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-13,0.12100178912838923,0.08396148577133701,0.03704030335705222,2575,data/202604/icc_live_usall_2026_0413_r2.csv
2026-04-14,0.12120512778317571,0.08424336983030888,0.03696175795286684,2574,data/202604/icc_live_usall_2026_0414_r1.csv
2026-04-15,0.1218142792450014,0.08213650841538636,0.039677770829615044,2572,data/202604/icc_live_usall_2026_0415_r1.csv
