date,summary_icc,n_groups,source_file
2026-02-05,0.08081106986092677,11,data/202602/icc_live_usall_2026_0205_r1.csv
2026-02-06,0.08086777363890241,11,data/202602/icc_live_usall_2026_0206_r1.csv
2026-02-09,0.08048979663859736,11,data/202602/icc_live_usall_2026_0209_r1.csv
2026-02-10,0.08051002475905869,11,data/202602/icc_live_usall_2026_0210_r1.csv
2026-02-11,0.08076821092236833,11,data/202602/icc_live_usall_2026_0211_r1.csv
2026-02-12,0.08171956810871114,11,data/202602/icc_live_usall_2026_0212_r1.csv
2026-02-13,0.0810866574874647,11,data/202602/icc_live_usall_2026_0213_r1.csv
2026-02-16,0.08146333672072892,11,data/202602/icc_live_usall_2026_0216_r1.csv
2026-02-17,0.08163496570991874,11,data/202602/icc_live_usall_2026_0217_r1.csv
2026-02-18,0.08128942945578274,11,data/202602/icc_live_usall_2026_0218_r1.csv
2026-02-19,0.08072731951346691,11,data/202602/icc_live_usall_2026_0219_r1.csv
2026-02-20,0.08003503449251367,11,data/202602/icc_live_usall_2026_0220_r1.csv
2026-02-23,0.07999161509051772,11,data/202602/icc_live_usall_2026_0223_r1.csv
2026-02-24,0.07964651718061239,11,data/202602/icc_live_usall_2026_0224_r1.csv
2026-02-25,0.07972321655516533,11,data/202602/icc_live_usall_2026_0225_r1.csv
2026-02-26,0.07929311965632325,11,data/202602/icc_live_usall_2026_0226_r1.csv
2026-02-27,0.0791148646428733,11,data/202602/icc_live_usall_2026_0227_r1.csv
2026-03-02,0.07880325156791158,11,data/202603/icc_live_usall_2026_0302_r1.csv
2026-03-03,0.07955399301543825,11,data/202603/icc_live_usall_2026_0303_r1.csv
2026-03-04,0.07950849011213544,11,data/202603/icc_live_usall_2026_0304_r1.csv
2026-03-05,0.08050184889608068,11,data/202603/icc_live_usall_2026_0305_r1.csv
2026-03-06,0.08137405552561582,11,data/202603/icc_live_usall_2026_0306_r1.csv
2026-03-09,0.0810090089375022,11,data/202603/icc_live_usall_2026_0309_r1.csv
2026-03-10,0.08116341080183044,11,data/202603/icc_live_usall_2026_0310_r1.csv
2026-03-11,0.08109411125003094,11,data/202603/icc_live_usall_2026_0311_r1.csv
2026-03-12,0.08148646370457781,11,data/202603/icc_live_usall_2026_0312_r1.csv
2026-03-13,0.0815045581157306,11,data/202603/icc_live_usall_2026_0313_r1.csv
2026-03-16,0.08021615885432352,11,data/202603/icc_live_usall_2026_0316_r1.csv
2026-03-17,0.08020577273722952,11,data/202603/icc_live_usall_2026_0317_r1.csv
2026-03-18,0.08101863492758384,11,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-19,0.08131058670213448,11,data/202603/icc_live_usall_2026_0319_r1.csv
2026-03-20,0.0824996851294562,11,data/202603/icc_live_usall_2026_0320_r1.csv
2026-03-23,0.08177026845716563,11,data/202603/icc_live_usall_2026_0323_r1.csv
2026-03-24,0.08155490858819069,11,data/202603/icc_live_usall_2026_0324_r1.csv
2026-03-25,0.08123994120880985,11,data/202603/icc_live_usall_2026_0325_r1.csv
2026-03-26,0.08180349382376509,11,data/202603/icc_live_usall_2026_0326_r1.csv
2026-03-27,0.08229654138799244,11,data/202603/icc_live_usall_2026_0327_r1.csv
2026-03-30,0.08268712914853399,11,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-31,0.08153501496920224,11,data/202603/icc_live_usall_2026_0331_r1.csv
2026-04-01,0.08122546776797447,11,data/202604/icc_live_usall_2026_0401_r1.csv
2026-04-02,0.08118870559953831,11,data/202604/icc_live_usall_2026_0402_r1.csv
2026-04-03,0.08097963342456463,11,data/202604/icc_live_usall_2026_0403_r1.csv
2026-04-06,0.08079170598581663,11,data/202604/icc_live_usall_2026_0406_r1.csv
2026-04-07,0.0805817763869975,11,data/202604/icc_live_usall_2026_0407_r1.csv
2026-04-08,0.07947658955541564,11,data/202604/icc_live_usall_2026_0408_r1.csv
2026-04-09,0.07966554082038853,11,data/202604/icc_live_usall_2026_0409_r1.csv
2026-04-10,0.07994021437160158,11,data/202604/icc_live_usall_2026_0410_r1.csv
2026-04-13,0.07955096531141362,11,data/202604/icc_live_usall_2026_0413_r2.csv
2026-04-14,0.07931652900790975,11,data/202604/icc_live_usall_2026_0414_r1.csv
2026-04-15,0.07944137202452439,11,data/202604/icc_live_usall_2026_0415_r1.csv
2026-04-16,0.07936850225015286,11,data/202604/icc_live_usall_2026_0416_r1.csv
