date,ticker,label,category,icc,coverage_weight,n_holdings_total,n_holdings_matched,method,holding_source,status,source_file,n_holdings,n_matched
2026-05-11,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.1536088430330373,0.9818384783822078,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,23.0
2026-05-11,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0672712784035014,0.5686556434219986,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,16.0
2026-05-11,IVV,iShares Core S&P 500 ETF,Broad Market,0.084209982696826,0.8910570212765956,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,21.0
2026-05-11,IWD,iShares Russell 1000 Value ETF,Style,0.0787162385861387,0.99895632734961,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,24.0
2026-05-11,IWF,iShares Russell 1000 Growth ETF,Style,0.0680802312948696,0.840542619397245,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,21.0
2026-05-11,IWM,iShares Russell 2000 ETF,Small Cap,0.0770135503335902,0.4623854908855371,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,12.0
2026-05-11,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0641683700305841,0.8091647331786544,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,20.0
2026-05-11,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0648638705438677,0.3092829690410507,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,16.0
2026-05-11,SMH,VanEck Semiconductor ETF,Theme,0.0840454916903695,0.5960416833118374,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,17.0
2026-05-11,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0842095531695092,0.8910585047352546,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,21.0
2026-05-11,VOO,Vanguard S&P 500 ETF,Broad Market,0.0817503853888281,0.8197618402432783,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,20.0
2026-05-11,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0762013305194815,0.8787954507594689,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,21.0
2026-05-11,VTV,Vanguard Value ETF,Style,0.0824142234224724,0.9514090451166716,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,23.0
2026-05-11,VUG,Vanguard Growth ETF,Style,0.061285428068441,0.8029684798106969,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,21.0
2026-05-11,XBI,SPDR S&P Biotech ETF,Theme,0.090628112827687,0.2427239015619732,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,5.0
2026-05-11,XLB,Materials Select Sector SPDR Fund,Sector,0.0800855257466217,0.9603800282999796,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,24.0
2026-05-11,XLC,Communication Services Select Sector SPDR Fund,Sector,0.0689201850910876,0.2238393977415307,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,24.0,14.0
2026-05-11,XLE,Energy Select Sector SPDR Fund,Sector,0.0737534240019211,0.951901003519972,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,22.0,21.0
2026-05-11,XLF,Financial Select Sector SPDR Fund,Sector,0.087378800801753,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,25.0
2026-05-11,XLI,Industrial Select Sector SPDR Fund,Sector,0.0671820624164998,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,25.0
2026-05-11,XLK,Technology Select Sector SPDR Fund,Sector,0.0697770738028689,0.6768565624606756,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,17.0
2026-05-11,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0816999542883807,0.9813763087754022,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,23.0
2026-05-11,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0536006070043151,0.9953826860226496,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,24.0
2026-05-11,XLU,Utilities Select Sector SPDR Fund,Sector,0.0732195407735918,0.963312710300662,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,24.0
2026-05-11,XLV,Health Care Select Sector SPDR Fund,Sector,0.0870869255232174,0.7932449263682322,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,23.0
2026-05-11,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0852243134933758,0.981053375219829,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_11.csv,25.0,21.0
