date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status,source_file
2026-09-18,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0696466643278361,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0827820909078123,0.9980922650017344,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,IVV,iShares Core S&P 500 ETF,Broad Market,0.0656009041002211,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,IWD,iShares Russell 1000 Value ETF,Style,0.0736008690608938,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,IWF,iShares Russell 1000 Growth ETF,Style,0.0650152912996597,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,IWM,iShares Russell 2000 ETF,Small Cap,0.0725386852097466,0.8044041450777203,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0669319101732036,0.9189511323003574,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0644134877948843,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,SMH,VanEck Semiconductor ETF,Theme,0.0962301225966459,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0659724058824119,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,VOO,Vanguard S&P 500 ETF,Broad Market,0.0671635344834834,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0803050217821809,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,VTV,Vanguard Value ETF,Style,0.0779265490620334,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,VUG,Vanguard Growth ETF,Style,0.0664019472889627,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XBI,SPDR S&P Biotech ETF,Theme,0.0883287178437215,0.4410757564466964,25,10,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLB,Materials Select Sector SPDR Fund,Sector,0.1228137504146769,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLC,Communication Services Select Sector SPDR Fund,Sector,0.0908762794971922,0.8668023586458737,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLE,Energy Select Sector SPDR Fund,Sector,0.0664416112828698,0.8017633620933788,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLF,Financial Select Sector SPDR Fund,Sector,0.0815564096600559,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLI,Industrial Select Sector SPDR Fund,Sector,0.0820121165438719,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLK,Technology Select Sector SPDR Fund,Sector,0.0804731831201504,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0643136531488164,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0584645772948909,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLU,Utilities Select Sector SPDR Fund,Sector,0.0762658095202115,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLV,Health Care Select Sector SPDR Fund,Sector,0.0761765118151283,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
2026-09-18,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0840971441747379,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_18.csv
