date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status,source_file
2026-09-15,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0689338325360325,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0739234326624505,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,IVV,iShares Core S&P 500 ETF,Broad Market,0.065914137131505,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,IWD,iShares Russell 1000 Value ETF,Style,0.072705763871951,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,IWF,iShares Russell 1000 Growth ETF,Style,0.0660552646729088,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,IWM,iShares Russell 2000 ETF,Small Cap,0.062446265967047,0.8398384925975776,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0606647372052824,0.8483180428134556,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0650180980919632,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,SMH,VanEck Semiconductor ETF,Theme,0.0994493860144356,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0659128247639554,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,VOO,Vanguard S&P 500 ETF,Broad Market,0.0817565950777291,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0829095446843539,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,VTV,Vanguard Value ETF,Style,0.077519530305311,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,VUG,Vanguard Growth ETF,Style,0.066165338076155,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XBI,SPDR S&P Biotech ETF,Theme,0.0810225095225873,0.3591462339036867,25,8,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLB,Materials Select Sector SPDR Fund,Sector,0.1210771164604754,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLC,Communication Services Select Sector SPDR Fund,Sector,0.0873296959079429,0.8696605249126134,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLE,Energy Select Sector SPDR Fund,Sector,0.0635712548734891,0.898975321114158,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLF,Financial Select Sector SPDR Fund,Sector,0.0809977071788376,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLI,Industrial Select Sector SPDR Fund,Sector,0.0867164752257939,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLK,Technology Select Sector SPDR Fund,Sector,0.0837436779379351,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.064195834209869,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0573417313337064,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLU,Utilities Select Sector SPDR Fund,Sector,0.0761066378069273,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLV,Health Care Select Sector SPDR Fund,Sector,0.0750526954948176,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
2026-09-15,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0829378961298234,0.8906463917614542,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_15.csv
