date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status,source_file
2026-09-09,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0684719805687804,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0770656069907011,0.96,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,IVV,iShares Core S&P 500 ETF,Broad Market,0.0675040408155971,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,IWD,iShares Russell 1000 Value ETF,Style,0.0731229902069271,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,IWF,iShares Russell 1000 Growth ETF,Style,0.067033488878215,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,IWM,iShares Russell 2000 ETF,Small Cap,0.060686389584738,0.846685082872928,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0616477415567253,0.9162079510703364,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0474240760920287,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,SMH,VanEck Semiconductor ETF,Theme,0.1115622120956536,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0606379334387023,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,VOO,Vanguard S&P 500 ETF,Broad Market,0.0805360074016963,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0886797798035766,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,VTV,Vanguard Value ETF,Style,0.0784615688923819,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,VUG,Vanguard Growth ETF,Style,0.0691501235199657,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XBI,SPDR S&P Biotech ETF,Theme,0.0716945607015886,0.3552592508801945,25,8,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLB,Materials Select Sector SPDR Fund,Sector,0.1208849963544895,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLC,Communication Services Select Sector SPDR Fund,Sector,0.0980062531841208,0.8222600027047391,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLE,Energy Select Sector SPDR Fund,Sector,0.062838245376394,0.975682009108193,23,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLF,Financial Select Sector SPDR Fund,Sector,0.0808950602533859,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLI,Industrial Select Sector SPDR Fund,Sector,0.0809891150648734,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLK,Technology Select Sector SPDR Fund,Sector,0.0828117129736326,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0726191620327968,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0617004098382168,0.9906071463154834,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLU,Utilities Select Sector SPDR Fund,Sector,0.0737395779961961,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLV,Health Care Select Sector SPDR Fund,Sector,0.0752847963459223,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
2026-09-09,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.082833151424694,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202609/etf_icc_2026_09_09.csv
