date,family,label,value,method,n_firms,yyyymm,year
2026-03-13,Basic Materials,Basic Materials,0.08079467342184322,ICC calculation,165.0,202603,2026
2026-03-13,Communication Services,Communication Services,0.07313662460161519,ICC calculation,121.0,202603,2026
2026-03-13,Consumer Cyclical,Consumer Cyclical,0.10175354076310475,ICC calculation,332.0,202603,2026
2026-03-13,Consumer Defensive,Consumer Defensive,0.07166585453479139,ICC calculation,135.0,202603,2026
2026-03-13,Energy,Energy,0.10139822855346761,ICC calculation,183.0,202603,2026
2026-03-13,Financial Services,Financial Services,0.09275706018037984,ICC calculation,512.0,202603,2026
2026-03-13,Healthcare,Healthcare,0.0897886203435069,ICC calculation,256.0,202603,2026
2026-03-13,Industrials,Industrials,0.07096148005958466,ICC calculation,380.0,202603,2026
2026-03-13,Real Estate,Real Estate,0.059740650769087765,ICC calculation,164.0,202603,2026
2026-03-13,Technology,Technology,0.07991625649124282,ICC calculation,370.0,202603,2026
2026-03-13,Utilities,Utilities,0.07463714955441256,ICC calculation,79.0,202603,2026
