date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-03-31,Technology,0.0842497910540855,0.10123297957283733,373.0,17773900531926.0
2026-03-31,Financial Services,0.09362411638939869,0.1249764427558503,515.0,12770162737891.0
2026-03-31,Communication Services,0.07620109253319962,0.1264318176324869,123.0,10099146162517.0
2026-03-31,Healthcare,0.09070327047341153,0.10180228537337845,259.0,7088712065168.0
2026-03-31,Industrials,0.07174656795159687,0.0947909524061731,387.0,6619713935879.0
2026-03-31,Consumer Cyclical,0.1016865851964242,0.12177420392912533,333.0,6606142275877.0
2026-03-31,Energy,0.08273670845327648,0.10603229989102754,185.0,4813438377501.0
2026-03-31,Consumer Defensive,0.07346963678616435,0.11345126979326504,135.0,3150101218151.0
2026-03-31,Basic Materials,0.08283637001403374,0.11447840494076934,165.0,2723160871243.0
2026-03-31,Utilities,0.07834984138646284,0.08736421035075508,80.0,1802790834160.0
2026-03-31,Real Estate,0.06128118442317076,0.09627770194846573,164.0,1550514281242.0
