date,family,label,value,method,n_firms,yyyymm,year
2026-03-26,Basic Materials,Basic Materials,0.08495163951898821,ICC calculation,166.0,202603,2026
2026-03-26,Communication Services,Communication Services,0.07725357128728721,ICC calculation,122.0,202603,2026
2026-03-26,Consumer Cyclical,Consumer Cyclical,0.10197419930058976,ICC calculation,333.0,202603,2026
2026-03-26,Consumer Defensive,Consumer Defensive,0.07405165696450065,ICC calculation,135.0,202603,2026
2026-03-26,Energy,Energy,0.08376610409362882,ICC calculation,185.0,202603,2026
2026-03-26,Financial Services,Financial Services,0.0923067715451856,ICC calculation,514.0,202603,2026
2026-03-26,Healthcare,Healthcare,0.09148985429019976,ICC calculation,258.0,202603,2026
2026-03-26,Industrials,Industrials,0.07189945364184025,ICC calculation,385.0,202603,2026
2026-03-26,Real Estate,Real Estate,0.06134075656856039,ICC calculation,163.0,202603,2026
2026-03-26,Technology,Technology,0.08456749850951797,ICC calculation,376.0,202603,2026
2026-03-26,Utilities,Utilities,0.07623692634111738,ICC calculation,80.0,202603,2026
