date,family,label,value,method,n_firms,yyyymm,year
2026-03-31,Basic Materials,Basic Materials,0.08283637001403374,ICC calculation,165.0,202603,2026
2026-03-31,Communication Services,Communication Services,0.07620109253319962,ICC calculation,123.0,202603,2026
2026-03-31,Consumer Cyclical,Consumer Cyclical,0.1016865851964242,ICC calculation,333.0,202603,2026
2026-03-31,Consumer Defensive,Consumer Defensive,0.07346963678616435,ICC calculation,135.0,202603,2026
2026-03-31,Energy,Energy,0.08273670845327648,ICC calculation,185.0,202603,2026
2026-03-31,Financial Services,Financial Services,0.09362411638939869,ICC calculation,515.0,202603,2026
2026-03-31,Healthcare,Healthcare,0.09070327047341153,ICC calculation,259.0,202603,2026
2026-03-31,Industrials,Industrials,0.07174656795159687,ICC calculation,387.0,202603,2026
2026-03-31,Real Estate,Real Estate,0.06128118442317076,ICC calculation,164.0,202603,2026
2026-03-31,Technology,Technology,0.0842497910540855,ICC calculation,373.0,202603,2026
2026-03-31,Utilities,Utilities,0.07834984138646284,ICC calculation,80.0,202603,2026
