date,family,label,value,method,n_firms,yyyymm,year
2026-03-23,Basic Materials,Basic Materials,0.0837836633282332,ICC calculation,165.0,202603,2026
2026-03-23,Communication Services,Communication Services,0.07389138666546416,ICC calculation,123.0,202603,2026
2026-03-23,Consumer Cyclical,Consumer Cyclical,0.10295134432482644,ICC calculation,333.0,202603,2026
2026-03-23,Consumer Defensive,Consumer Defensive,0.07378379884978567,ICC calculation,135.0,202603,2026
2026-03-23,Energy,Energy,0.08783558493413468,ICC calculation,185.0,202603,2026
2026-03-23,Financial Services,Financial Services,0.09200731219898026,ICC calculation,514.0,202603,2026
2026-03-23,Healthcare,Healthcare,0.09160200570316715,ICC calculation,254.0,202603,2026
2026-03-23,Industrials,Industrials,0.07157131273633911,ICC calculation,385.0,202603,2026
2026-03-23,Real Estate,Real Estate,0.060950619031562785,ICC calculation,162.0,202603,2026
2026-03-23,Technology,Technology,0.08333092451134406,ICC calculation,372.0,202603,2026
2026-03-23,Utilities,Utilities,0.07776500074498446,ICC calculation,79.0,202603,2026
