date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-03-05,Technology,0.07746607279503072,0.0969567242589036,368.0,18720838686479.0
2026-03-05,Financial Services,0.08835808845753336,0.12059916166944251,509.0,13253706058684.0
2026-03-05,Communication Services,0.07233715308413732,0.12383675862452435,123.0,10764429736726.0
2026-03-05,Healthcare,0.08823195880939484,0.09690834074687067,253.0,7418592367878.0
2026-03-05,Consumer Cyclical,0.09723630205362832,0.11597473674102061,331.0,6993596354222.0
2026-03-05,Industrials,0.06848012936807531,0.09207743618793292,381.0,6982721470956.0
2026-03-05,Energy,0.10654455521428767,0.11397465884459562,182.0,4373130533842.0
2026-03-05,Consumer Defensive,0.07062937386020343,0.10889414128117716,133.0,3279962455084.0
2026-03-05,Basic Materials,0.08170561817462081,0.10611846703790351,165.0,2832759931772.0
2026-03-05,Utilities,0.07544800479717892,0.08427469851082009,79.0,1822053109728.0
2026-03-05,Real Estate,0.05908308124279685,0.09100959420253155,163.0,1637546072492.0
