date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-03-03,Technology,0.07485285737598647,0.09741317563637784,367.0,18489044181802.0
2026-03-03,Financial Services,0.08848480785080005,0.11968001851410714,508.0,13224890986785.0
2026-03-03,Communication Services,0.07221294784319088,0.12371137183494826,123.0,10787131642458.0
2026-03-03,Healthcare,0.08704615135972285,0.095697113770538,253.0,7542664626330.0
2026-03-03,Industrials,0.06749966625588161,0.09048451712415369,382.0,7115529006757.0
2026-03-03,Consumer Cyclical,0.09792888915701105,0.11525283674606834,330.0,6920477864351.0
2026-03-03,Energy,0.105046990593966,0.1144188942721829,181.0,4367345351054.0
2026-03-03,Consumer Defensive,0.06942221631497904,0.10620956543496322,132.0,3370459056566.0
2026-03-03,Basic Materials,0.0788184714680408,0.10457209121974859,164.0,2922637807993.0
2026-03-03,Utilities,0.07519386933796149,0.08249994882805367,79.0,1829055313760.0
2026-03-03,Real Estate,0.05858705561228063,0.0896931351699849,164.0,1662204717867.0
