date,family,label,value,method,n_firms,yyyymm,year
2026-03-03,Basic Materials,Basic Materials,0.0788184714680408,ICC calculation,164.0,202603,2026
2026-03-03,Communication Services,Communication Services,0.07221294784319088,ICC calculation,123.0,202603,2026
2026-03-03,Consumer Cyclical,Consumer Cyclical,0.09792888915701105,ICC calculation,330.0,202603,2026
2026-03-03,Consumer Defensive,Consumer Defensive,0.06942221631497904,ICC calculation,132.0,202603,2026
2026-03-03,Energy,Energy,0.105046990593966,ICC calculation,181.0,202603,2026
2026-03-03,Financial Services,Financial Services,0.08848480785080005,ICC calculation,508.0,202603,2026
2026-03-03,Healthcare,Healthcare,0.08704615135972285,ICC calculation,253.0,202603,2026
2026-03-03,Industrials,Industrials,0.06749966625588161,ICC calculation,382.0,202603,2026
2026-03-03,Real Estate,Real Estate,0.05858705561228063,ICC calculation,164.0,202603,2026
2026-03-03,Technology,Technology,0.07485285737598647,ICC calculation,367.0,202603,2026
2026-03-03,Utilities,Utilities,0.07519386933796149,ICC calculation,79.0,202603,2026
