date,family,label,value,method,n_firms,yyyymm,year
2026-03-09,Basic Materials,Basic Materials,0.08224517324496294,ICC calculation,165.0,202603,2026
2026-03-09,Communication Services,Communication Services,0.07203197998975058,ICC calculation,121.0,202603,2026
2026-03-09,Consumer Cyclical,Consumer Cyclical,0.09885599431162478,ICC calculation,330.0,202603,2026
2026-03-09,Consumer Defensive,Consumer Defensive,0.07045748750371963,ICC calculation,133.0,202603,2026
2026-03-09,Energy,Energy,0.10703949157565287,ICC calculation,182.0,202603,2026
2026-03-09,Financial Services,Financial Services,0.09082506318127265,ICC calculation,511.0,202603,2026
2026-03-09,Healthcare,Healthcare,0.08812358177331024,ICC calculation,257.0,202603,2026
2026-03-09,Industrials,Industrials,0.06880352579632654,ICC calculation,379.0,202603,2026
2026-03-09,Real Estate,Real Estate,0.05930234079782282,ICC calculation,163.0,202603,2026
2026-03-09,Technology,Technology,0.07806607394930869,ICC calculation,369.0,202603,2026
2026-03-09,Utilities,Utilities,0.0753483861887725,ICC calculation,79.0,202603,2026
