date,family,label,value,method,n_firms,yyyymm,year
2026-03-04,Basic Materials,Basic Materials,0.07990650034299318,ICC calculation,164.0,202603,2026
2026-03-04,Communication Services,Communication Services,0.07208587606366318,ICC calculation,123.0,202603,2026
2026-03-04,Consumer Cyclical,Consumer Cyclical,0.09695555876454735,ICC calculation,330.0,202603,2026
2026-03-04,Consumer Defensive,Consumer Defensive,0.06967393021582495,ICC calculation,132.0,202603,2026
2026-03-04,Energy,Energy,0.1055928839961126,ICC calculation,181.0,202603,2026
2026-03-04,Financial Services,Financial Services,0.08800890062430995,ICC calculation,509.0,202603,2026
2026-03-04,Healthcare,Healthcare,0.0871091376149377,ICC calculation,252.0,202603,2026
2026-03-04,Industrials,Industrials,0.06736281430407033,ICC calculation,382.0,202603,2026
2026-03-04,Real Estate,Real Estate,0.05837379750889606,ICC calculation,163.0,202603,2026
2026-03-04,Technology,Technology,0.07458722181377439,ICC calculation,367.0,202603,2026
2026-03-04,Utilities,Utilities,0.07493676998436015,ICC calculation,79.0,202603,2026
