date,family,value,method,n_firms,label,yyyymm,year
2026-02-03,growth,0.07225741182082479,ICC calculation,2540,growth,202602,2026
2026-02-04,growth,0.07414215035386093,ICC calculation,2544,growth,202602,2026
2026-02-05,growth,0.07559974105997944,ICC calculation,2543,growth,202602,2026
2026-02-06,growth,0.0752109836330194,ICC calculation,2541,growth,202602,2026
2026-02-09,growth,0.07462281576012028,ICC calculation,2537,growth,202602,2026
2026-02-10,growth,0.07469180092280656,ICC calculation,2540,growth,202602,2026
2026-02-11,growth,0.07470077000156183,ICC calculation,2534,growth,202602,2026
2026-02-12,growth,0.07575644904724055,ICC calculation,2535,growth,202602,2026
2026-02-13,growth,0.07563402395315402,ICC calculation,2536,growth,202602,2026
2026-02-16,growth,0.07568752737864046,ICC calculation,2533,growth,202602,2026
2026-02-17,growth,0.0758044878115281,ICC calculation,2535,growth,202602,2026
2026-02-18,growth,0.075414133525527,ICC calculation,2540,growth,202602,2026
2026-02-19,growth,0.07529056955473984,ICC calculation,2544,growth,202602,2026
2026-02-20,growth,0.07457869010277887,ICC calculation,2545,growth,202602,2026
2026-02-23,growth,0.0770623264612011,ICC calculation,2539,growth,202602,2026
2026-02-24,growth,0.07665745770382729,ICC calculation,2541,growth,202602,2026
2026-02-25,growth,0.0765861347829773,ICC calculation,2544,growth,202602,2026
2026-02-26,growth,0.07877631572699574,ICC calculation,2546,growth,202602,2026
2026-02-27,growth,0.07824383677333123,ICC calculation,2547,growth,202602,2026
2026-02-03,ivp_bm,0.044889870923047845,ICC calculation,2540,ivp_bm,202602,2026
2026-02-04,ivp_bm,0.041775845104248144,ICC calculation,2544,ivp_bm,202602,2026
2026-02-05,ivp_bm,0.03955176579982646,ICC calculation,2543,ivp_bm,202602,2026
2026-02-06,ivp_bm,0.03872277334910999,ICC calculation,2541,ivp_bm,202602,2026
2026-02-09,ivp_bm,0.04025722916107874,ICC calculation,2537,ivp_bm,202602,2026
2026-02-10,ivp_bm,0.04058556217508075,ICC calculation,2540,ivp_bm,202602,2026
2026-02-11,ivp_bm,0.041398491956655084,ICC calculation,2534,ivp_bm,202602,2026
2026-02-12,ivp_bm,0.04107568589084945,ICC calculation,2535,ivp_bm,202602,2026
2026-02-13,ivp_bm,0.04142984642134456,ICC calculation,2536,ivp_bm,202602,2026
2026-02-16,ivp_bm,0.042945885756589,ICC calculation,2533,ivp_bm,202602,2026
2026-02-17,ivp_bm,0.04280659944796131,ICC calculation,2535,ivp_bm,202602,2026
2026-02-18,ivp_bm,0.042245714122398,ICC calculation,2540,ivp_bm,202602,2026
2026-02-19,ivp_bm,0.042365888417581515,ICC calculation,2544,ivp_bm,202602,2026
2026-02-20,ivp_bm,0.04304932756525942,ICC calculation,2545,ivp_bm,202602,2026
2026-02-23,ivp_bm,0.0428301913330837,ICC calculation,2539,ivp_bm,202602,2026
2026-02-24,ivp_bm,0.04403400041285377,ICC calculation,2541,ivp_bm,202602,2026
2026-02-25,ivp_bm,0.043340025088369344,ICC calculation,2544,ivp_bm,202602,2026
2026-02-26,ivp_bm,0.04089398141471241,ICC calculation,2546,ivp_bm,202602,2026
2026-02-27,ivp_bm,0.04258253104764308,ICC calculation,2547,ivp_bm,202602,2026
2026-02-03,value,0.11714728274387264,ICC calculation,2540,value,202602,2026
2026-02-04,value,0.11591799545810907,ICC calculation,2544,value,202602,2026
2026-02-05,value,0.1151515068598059,ICC calculation,2543,value,202602,2026
2026-02-06,value,0.11393375698212939,ICC calculation,2541,value,202602,2026
2026-02-09,value,0.11488004492119902,ICC calculation,2537,value,202602,2026
2026-02-10,value,0.1152773630978873,ICC calculation,2540,value,202602,2026
2026-02-11,value,0.11609926195821692,ICC calculation,2534,value,202602,2026
2026-02-12,value,0.11683213493809,ICC calculation,2535,value,202602,2026
2026-02-13,value,0.11706387037449859,ICC calculation,2536,value,202602,2026
2026-02-16,value,0.11863341313522946,ICC calculation,2533,value,202602,2026
2026-02-17,value,0.1186110872594894,ICC calculation,2535,value,202602,2026
2026-02-18,value,0.117659847647925,ICC calculation,2540,value,202602,2026
2026-02-19,value,0.11765645797232135,ICC calculation,2544,value,202602,2026
2026-02-20,value,0.11762801766803829,ICC calculation,2545,value,202602,2026
2026-02-23,value,0.11989251779428481,ICC calculation,2539,value,202602,2026
2026-02-24,value,0.12069145811668106,ICC calculation,2541,value,202602,2026
2026-02-25,value,0.11992615987134664,ICC calculation,2544,value,202602,2026
2026-02-26,value,0.11967029714170815,ICC calculation,2546,value,202602,2026
2026-02-27,value,0.1208263678209743,ICC calculation,2547,value,202602,2026
