date,industry_icc_eq_sector,industry_icc_cap_sector,n_sectors,source_file,yyyymm
2025-10-30,0.0781446868488124,0.07394983922839228,11,data/202510/icc_live_usall_2025_1030.csv,2025-10
2025-11-28,0.07712770241303778,0.07538725763833765,11,data/202511/icc_live_usall_2025_1128.csv,2025-11
2025-12-31,0.07955566002503905,0.07717031006227483,11,data/202512/icc_live_usall_2025_1231.csv,2025-12
2026-01-30,0.07668821556074162,0.07487053752870658,11,data/202601/icc_live_usall_2026_0130_r1.csv,2026-01
2026-02-27,0.0791148646428733,0.08040687763170834,11,data/202602/icc_live_usall_2026_0227_r1.csv,2026-02
2026-03-31,0.08153501496920224,0.08458654113845046,11,data/202603/icc_live_usall_2026_0331_r1.csv,2026-03
2026-04-15,0.07944137202452439,0.08169257808825055,11,data/202604/icc_live_usall_2026_0415_r1.csv,2026-04
