date,family,group,daily_icc,ew_icc,n_firms,method,source_file
2025-11-19,industry,Healthcare,0.08008354857379378,0.09125678062892072,312,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,industry,Industrials,0.06812369625080908,0.09527052344724748,434,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,industry,Real Estate,0.06670441364003096,0.09642900150321156,180,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,industry,Technology,0.07106833596238177,0.08717555348005544,487,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-19,industry,Utilities,0.08088262463254856,0.09071273019838137,90,ICC calculation,data/202511/icc_live_usall_2025_1119.csv
2025-11-20,industry,Basic Materials,0.09688730266819769,0.11982892556652928,160,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Communication Services,0.06168305483371808,0.12568321324971696,159,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Consumer Cyclical,0.08299591508739934,0.1160028195742894,390,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Consumer Defensive,0.06723281349407347,0.1093624456392723,157,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Energy,0.09826191086368269,0.12230749319023627,186,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Financial Services,0.08927144795705302,0.12238682319440894,632,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Healthcare,0.08046940389455824,0.09153344904657644,312,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Industrials,0.06879546502666338,0.09655898057869149,433,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Real Estate,0.06566208731187466,0.0958855533796742,180,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Technology,0.0754994804361142,0.08922669781884898,487,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-20,industry,Utilities,0.0821373834191286,0.09194496759955408,91,ICC calculation,data/202511/icc_live_usall_2025_1120.csv
2025-11-25,industry,Basic Materials,0.09628428804561687,0.11907762644728713,159,ICC calculation,data/202511/icc_live_usall_2025_1124.csv
2025-11-25,industry,Communication Services,0.059140958961422206,0.12347923034426474,160,ICC calculation,data/202511/icc_live_usall_2025_1124.csv
2025-11-25,industry,Consumer Cyclical,0.08136953352450349,0.11272076692432696,390,ICC calculation,data/202511/icc_live_usall_2025_1124.csv
2025-11-25,industry,Consumer Defensive,0.06746755031866308,0.10958779593760638,158,ICC calculation,data/202511/icc_live_usall_2025_1124.csv
2025-11-25,industry,Energy,0.09817438961994342,0.12278557363599923,185,ICC calculation,data/202511/icc_live_usall_2025_1124.csv
