etf,symbol,weight,matched,constituent_icc,holding_source
SPY,UAL,0.0007680617019771725,False,,spdr_full_holdings
SPY,WAT,0.0007677763657550229,True,0.0683807608718305,spdr_full_holdings
SPY,TDY,0.0007670788772119908,True,0.0466562553499031,spdr_full_holdings
SPY,RMD,0.0007647803354224529,True,0.0671857054772896,spdr_full_holdings
SPY,CPRT,0.0007575676698070063,True,0.0520669639267763,spdr_full_holdings
SPY,EXPE,0.0007562043967456253,True,0.1103439625952206,spdr_full_holdings
SPY,DOW,0.0007376733943182473,True,0.0596133569830538,spdr_full_holdings
SPY,TPR,0.0007365637534543324,True,0.0660119520561611,spdr_full_holdings
SPY,CNP,0.0007227249466800802,True,0.0624584407517011,spdr_full_holdings
SPY,HUM,0.0007205373689769338,True,0.2035067722639011,spdr_full_holdings
SPY,XYL,0.0007183022352367625,True,0.0662713154045456,spdr_full_holdings
SPY,GEHC,0.0007146562723981851,True,0.0858105009534885,spdr_full_holdings
SPY,PPL,0.0007103603770536004,True,0.071288634035848,spdr_full_holdings
SPY,IR,0.0007074594587950803,True,0.0588323851308361,spdr_full_holdings
SPY,RJF,0.0007064766340298986,True,0.0952778330179021,spdr_full_holdings
SPY,BIIB,0.0007049706928574426,True,0.1111997767132446,spdr_full_holdings
SPY,CFG,0.0006971873547976971,True,0.1400420253201776,spdr_full_holdings
SPY,EIX,0.0006910209219967989,True,0.0997189030551267,spdr_full_holdings
SPY,HSY,0.00069035513747845,True,0.0924548450561276,spdr_full_holdings
SPY,HUBB,0.0006901015052809838,True,0.0549975829928703,spdr_full_holdings
SPY,WDAY,0.000689166236552827,False,,spdr_full_holdings
SPY,CTRA,0.000688896752343019,True,0.0626110187666425,spdr_full_holdings
SPY,IQV,0.0006877871114791043,True,0.0867542429347098,spdr_full_holdings
SPY,ES,0.0006804476297649246,True,0.0828039451776275,spdr_full_holdings
SPY,SYF,0.0006704291579650077,True,0.1275069230619193,spdr_full_holdings
SPY,AVB,0.0006657369623118821,True,0.0387201990266068,spdr_full_holdings
SPY,MTD,0.0006642627251641094,True,0.0503543359494135,spdr_full_holdings
SPY,VRSK,0.0006490764973408178,False,,spdr_full_holdings
SPY,CINF,0.0006488228651433516,True,0.060713726757631,spdr_full_holdings
SPY,DG,0.0006432746608237773,True,0.07936651319529,spdr_full_holdings
SPY,TPL,0.0006427198403918199,True,0.0375903519969612,spdr_full_holdings
SPY,LYV,0.0006424186521573288,True,0.0601953296316962,spdr_full_holdings
SPY,CTSH,0.000639058025540901,True,0.1072191727129733,spdr_full_holdings
SPY,AWK,0.0006378057165659113,True,0.065646552371143,spdr_full_holdings
SPY,CNC,0.0006369814119241461,True,0.1212960744198378,spdr_full_holdings
SPY,FICO,0.0006300699345431906,True,0.0860923040523488,spdr_full_holdings
SPY,ARES,0.0006272799803710619,True,0.1247021112070844,spdr_full_holdings
SPY,RF,0.0006228414169154025,True,0.1088456110663823,spdr_full_holdings
SPY,FE,0.000622730452829011,True,0.0788915186482724,spdr_full_holdings
SPY,WTW,0.0006208757673850391,False,,spdr_full_holdings
SPY,FIS,0.0006184028534597431,True,0.1299317782405304,spdr_full_holdings
SPY,OMC,0.0006162311277689383,True,0.155016151767661,spdr_full_holdings
SPY,PPG,0.0006159933475838137,True,0.0913470197156588,spdr_full_holdings
SPY,EXE,0.0006110792237579052,True,0.0951814216480751,spdr_full_holdings
SPY,DXCM,0.0006014887562912126,True,0.074267079746311,spdr_full_holdings
SPY,ULTA,0.0006010766039703299,False,,spdr_full_holdings
SPY,SBAC,0.0005976208652798522,False,,spdr_full_holdings
SPY,CMS,0.0005959564039839801,True,0.0679361765658622,spdr_full_holdings
SPY,NI,0.0005860330442581129,True,0.0615006816063979,spdr_full_holdings
SPY,PHM,0.0005831796820366177,True,0.0967796000200885,spdr_full_holdings
SPY,TROW,0.0005823078213578275,False,,spdr_full_holdings
SPY,ALB,0.0005821968572714359,True,0.0384850695637574,spdr_full_holdings
SPY,FSLR,0.0005795337191980403,True,0.1505288146041367,spdr_full_holdings
SPY,CHD,0.0005786143024822251,True,0.0507892326316058,spdr_full_holdings
SPY,VRSN,0.0005720198653481026,False,,spdr_full_holdings
SPY,DRI,0.0005710211885705792,True,0.0702983086076552,spdr_full_holdings
SPY,EQR,0.0005701176238671057,True,0.0362507560922428,spdr_full_holdings
SPY,NTAP,0.0005647913477203145,False,,spdr_full_holdings
SPY,VLTO,0.0005603210802399719,True,0.0607551468834828,spdr_full_holdings
SPY,WST,0.0005551216201919137,True,0.044152143016661,spdr_full_holdings
SPY,STZ,0.0005528389304147174,True,0.0804365649563326,spdr_full_holdings
SPY,CPAY,0.0005515549174150445,True,0.100069737711922,spdr_full_holdings
SPY,WSM,0.0005467993137125523,True,0.069770253930311,spdr_full_holdings
SPY,LH,0.0005452775205277548,True,0.0770364070179935,spdr_full_holdings
