date,family,value,method,n_firms,source_file,yyyymm,year
2026-04-01,sp500,0.0784875336195354,ICC calculation,500,data/202604/icc_live_sp500_2026_0401_r1.csv,202604,2026
2026-04-02,sp500,0.07849130427216776,ICC calculation,500,data/202604/icc_live_sp500_2026_0402_r1.csv,202604,2026
2026-04-03,sp500,0.07840426934784,ICC calculation,500,data/202604/icc_live_sp500_2026_0403_r1.csv,202604,2026
2026-04-06,sp500,0.07820711667158994,ICC calculation,500,data/202604/icc_live_sp500_2026_0406_r1.csv,202604,2026
2026-04-07,sp500,0.07818730088016826,ICC calculation,500,data/202604/icc_live_sp500_2026_0407_r1.csv,202604,2026
2026-04-08,sp500,0.07705306641904613,ICC calculation,500,data/202604/icc_live_sp500_2026_0408_r1.csv,202604,2026
2026-04-09,sp500,0.07684847746875212,ICC calculation,499,data/202604/icc_live_sp500_2026_0409_r1.csv,202604,2026
2026-04-10,sp500,0.07702641166459312,ICC calculation,500,data/202604/icc_live_sp500_2026_0410_r1.csv,202604,2026
2026-04-13,sp500,0.07666735898881136,ICC calculation,500,data/202604/icc_live_sp500_2026_0413_r3.csv,202604,2026
2026-04-14,sp500,0.07614673715602163,ICC calculation,500,data/202604/icc_live_sp500_2026_0414_r1.csv,202604,2026
2026-04-15,sp500,0.07569297028442881,ICC calculation,500,data/202604/icc_live_sp500_2026_0415_r1.csv,202604,2026
2026-04-16,sp500,0.0754672706502571,ICC calculation,500,data/202604/icc_live_sp500_2026_0416_r1.csv,202604,2026
2026-04-14,sp100,0.07589577103962168,ICC calculation,101,data/202604/icc_live_sp100_2026_0414.csv,202604,2026
2026-04-15,sp100,0.07521095446221929,ICC calculation,101,data/202604/icc_live_sp100_2026_0415.csv,202604,2026
2026-04-16,sp100,0.07499110979862825,ICC calculation,101,data/202604/icc_live_sp100_2026_0416.csv,202604,2026
2026-04-14,dow30,0.07400235839201003,ICC calculation,30,data/202604/icc_live_dow30_2026_0414.csv,202604,2026
2026-04-15,dow30,0.07337433539554318,ICC calculation,30,data/202604/icc_live_dow30_2026_0415.csv,202604,2026
2026-04-16,dow30,0.07363831672062235,ICC calculation,30,data/202604/icc_live_dow30_2026_0416.csv,202604,2026
2026-04-14,ndx100,0.07600557629991651,ICC calculation,100,data/202604/icc_live_ndx100_2026_0414.csv,202604,2026
2026-04-15,ndx100,0.07507322132040703,ICC calculation,100,data/202604/icc_live_ndx100_2026_0415.csv,202604,2026
2026-04-16,ndx100,0.07520109474516204,ICC calculation,100,data/202604/icc_live_ndx100_2026_0416.csv,202604,2026
2026-04-14,sp400,0.08386941894567358,ICC calculation,396,data/202604/icc_live_sp400_2026_0414.csv,202604,2026
2026-04-15,sp400,0.08490015516816177,ICC calculation,396,data/202604/icc_live_sp400_2026_0415.csv,202604,2026
2026-04-16,sp400,0.08413663850907217,ICC calculation,396,data/202604/icc_live_sp400_2026_0416.csv,202604,2026
2026-04-14,sp600,0.09353224977878939,ICC calculation,573,data/202604/icc_live_sp600_2026_0414.csv,202604,2026
2026-04-15,sp600,0.09410077239535737,ICC calculation,572,data/202604/icc_live_sp600_2026_0415.csv,202604,2026
2026-04-16,sp600,0.09415219656154872,ICC calculation,572,data/202604/icc_live_sp600_2026_0416.csv,202604,2026
2026-04-14,rut1000,0.0766836717263129,ICC calculation,981,data/202604/icc_live_rut1000_2026_0414.csv,202604,2026
2026-04-15,rut1000,0.07614768984726404,ICC calculation,979,data/202604/icc_live_rut1000_2026_0415.csv,202604,2026
2026-04-16,rut1000,0.07601832096846213,ICC calculation,978,data/202604/icc_live_rut1000_2026_0416.csv,202604,2026
