date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-02-11,Technology,0.07148959363229235,0.09090993917939967,361.0,19099234432640.0
2026-02-11,Financial Services,0.08745271098648208,0.11525661413544531,515.0,13940585511036.0
2026-02-11,Communication Services,0.07191997752292381,0.12649549667657664,120.0,11007821197937.0
2026-02-11,Healthcare,0.08632505412518511,0.08693308855391889,251.0,7557186943138.0
2026-02-11,Consumer Cyclical,0.09476471481560157,0.1071318412173841,329.0,7161911498004.0
2026-02-11,Industrials,0.065923632320517,0.08726846155176382,375.0,7122657040780.0
2026-02-11,Energy,0.1034279132677089,0.11179200223821188,178.0,4238770309221.0
2026-02-11,Consumer Defensive,0.06791749396426541,0.1012502990020641,133.0,3403722635035.0
2026-02-11,Basic Materials,0.09472802326421112,0.10759610168813756,161.0,3002101554674.0
2026-02-11,Utilities,0.08075870295920565,0.08445944859113728,80.0,1765509069424.0
2026-02-11,Real Estate,0.06374250328765857,0.090274466264659,165.0,1633566251610.0
