date,family,label,value,method,n_firms,yyyymm,year
2026-02-13,Basic Materials,Basic Materials,0.0937193916355039,ICC calculation,162.0,202602,2026
2026-02-13,Communication Services,Communication Services,0.0721087053932108,ICC calculation,119.0,202602,2026
2026-02-13,Consumer Cyclical,Consumer Cyclical,0.0957418861308528,ICC calculation,329.0,202602,2026
2026-02-13,Consumer Defensive,Consumer Defensive,0.06944448745935411,ICC calculation,132.0,202602,2026
2026-02-13,Energy,Energy,0.10313006312596722,ICC calculation,178.0,202602,2026
2026-02-13,Financial Services,Financial Services,0.08722222510068701,ICC calculation,515.0,202602,2026
2026-02-13,Healthcare,Healthcare,0.08663551507606145,ICC calculation,250.0,202602,2026
2026-02-13,Industrials,Industrials,0.06641363407279094,ICC calculation,374.0,202602,2026
2026-02-13,Real Estate,Real Estate,0.06484277348373182,ICC calculation,165.0,202602,2026
2026-02-13,Technology,Technology,0.07319659618152007,ICC calculation,365.0,202602,2026
2026-02-13,Utilities,Utilities,0.07949795470243148,ICC calculation,80.0,202602,2026
