date,family,label,value,method,n_firms,yyyymm,year
2026-02-11,Basic Materials,Basic Materials,0.09472802326421112,ICC calculation,161.0,202602,2026
2026-02-11,Communication Services,Communication Services,0.07191997752292381,ICC calculation,120.0,202602,2026
2026-02-11,Consumer Cyclical,Consumer Cyclical,0.09476471481560157,ICC calculation,329.0,202602,2026
2026-02-11,Consumer Defensive,Consumer Defensive,0.06791749396426541,ICC calculation,133.0,202602,2026
2026-02-11,Energy,Energy,0.1034279132677089,ICC calculation,178.0,202602,2026
2026-02-11,Financial Services,Financial Services,0.08745271098648208,ICC calculation,515.0,202602,2026
2026-02-11,Healthcare,Healthcare,0.08632505412518511,ICC calculation,251.0,202602,2026
2026-02-11,Industrials,Industrials,0.065923632320517,ICC calculation,375.0,202602,2026
2026-02-11,Real Estate,Real Estate,0.06374250328765857,ICC calculation,165.0,202602,2026
2026-02-11,Technology,Technology,0.07148959363229235,ICC calculation,361.0,202602,2026
2026-02-11,Utilities,Utilities,0.08075870295920565,ICC calculation,80.0,202602,2026
