date,family,label,value,method,n_firms,yyyymm,year
2026-02-09,Basic Materials,Basic Materials,0.09535653151308691,ICC calculation,161.0,202602,2026
2026-02-09,Communication Services,Communication Services,0.07059575261565663,ICC calculation,120.0,202602,2026
2026-02-09,Consumer Cyclical,Consumer Cyclical,0.09464468724604203,ICC calculation,329.0,202602,2026
2026-02-09,Consumer Defensive,Consumer Defensive,0.0680800714772765,ICC calculation,135.0,202602,2026
2026-02-09,Energy,Energy,0.10185754201429306,ICC calculation,179.0,202602,2026
2026-02-09,Financial Services,Financial Services,0.08771865661160515,ICC calculation,514.0,202602,2026
2026-02-09,Healthcare,Healthcare,0.08508352442172014,ICC calculation,252.0,202602,2026
2026-02-09,Industrials,Industrials,0.06617197014562612,ICC calculation,376.0,202602,2026
2026-02-09,Real Estate,Real Estate,0.06288442690591058,ICC calculation,164.0,202602,2026
2026-02-09,Technology,Technology,0.07092578897753225,ICC calculation,362.0,202602,2026
2026-02-09,Utilities,Utilities,0.08206881109582156,ICC calculation,80.0,202602,2026
