date,family,label,value,method,n_firms,yyyymm,year
2026-02-23,Basic Materials,Basic Materials,0.07688932420708455,ICC calculation,163.0,202602,2026
2026-02-23,Communication Services,Communication Services,0.07183775621074168,ICC calculation,121.0,202602,2026
2026-02-23,Consumer Cyclical,Consumer Cyclical,0.09677769800710881,ICC calculation,329.0,202602,2026
2026-02-23,Consumer Defensive,Consumer Defensive,0.06873240818655438,ICC calculation,132.0,202602,2026
2026-02-23,Energy,Energy,0.10282209077732869,ICC calculation,179.0,202602,2026
2026-02-23,Financial Services,Financial Services,0.09110284170730062,ICC calculation,514.0,202602,2026
2026-02-23,Healthcare,Healthcare,0.08580235049969402,ICC calculation,250.0,202602,2026
2026-02-23,Industrials,Industrials,0.06644043787506827,ICC calculation,375.0,202602,2026
2026-02-23,Real Estate,Real Estate,0.06344853899764391,ICC calculation,165.0,202602,2026
2026-02-23,Technology,Technology,0.07447460593399556,ICC calculation,365.0,202602,2026
2026-02-23,Utilities,Utilities,0.08157971359317436,ICC calculation,80.0,202602,2026
