date,family,value,method,n_items
2026-04-16,dow30,0.07363831672062235,ICC calculation,30
2026-04-16,ndx100,0.07520109474516204,ICC calculation,100
2026-04-16,rut1000,0.07601832096846213,ICC calculation,978
2026-04-16,sp100,0.07499110979862825,ICC calculation,101
2026-04-16,sp400,0.08413663850907217,ICC calculation,396
2026-04-16,sp500,0.0754672706502571,ICC calculation,500
2026-04-16,sp600,0.09415219656154872,ICC calculation,572
