date,family,daily_icc,ew_icc,n_firms,method,source_file
2026-07-03,dow30,0.06967878787401105,0.07222307006879047,30,ICC calculation,data/202607/icc_live_dow30_2026_0703.csv
2026-07-03,ndx100,0.07473615968369361,0.07766611134314763,99,ICC calculation,data/202607/icc_live_ndx100_2026_0703.csv
2026-06-30,rut1000,0.07544389945020491,0.08690743027866402,975,ICC calculation,data/202606/icc_live_rut1000_2026_0630.csv
2026-07-03,sp100,0.0743288214705212,0.08088671551928692,101,ICC calculation,data/202607/icc_live_sp100_2026_0703.csv
2026-07-03,sp400,0.08289219581111962,0.08797869517381164,396,ICC calculation,data/202607/icc_live_sp400_2026_0703.csv
2026-07-03,sp500,0.07454182818594993,0.07926564763962086,501,ICC calculation,data/202607/icc_live_sp500_2026_0703_r1.csv
2026-07-03,sp600,0.0903408637367791,0.09859327058873156,583,ICC calculation,data/202607/icc_live_sp600_2026_0703.csv
