date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-08-11,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.06438321901152155,0.9115143435249144,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,IVV,iShares Core S&P 500 ETF,Broad Market,0.06432276452601002,0.9120189278198527,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,VOO,Vanguard S&P 500 ETF,Broad Market,0.06890877290197467,0.9986593922578235,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,VTI,Vanguard Total Stock Market ETF,Broad Market,0.06877972487661196,0.888814765399155,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.048414308160794124,0.9948162613172377,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.13608999756773071,0.9742725488522911,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,IWM,iShares Russell 2000 ETF,Small Cap,0.05892731124960848,0.8022130013831258,25,20,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.07041829291768849,0.878432502002574,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06106865321459127,0.8352130325814537,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,VUG,Vanguard Growth ETF,Style,0.06999656521630378,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,VTV,Vanguard Value ETF,Style,0.07886820306388875,0.9229918938835666,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,IWF,iShares Russell 1000 Growth ETF,Style,0.06358809980923757,0.9395623272835909,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,IWD,iShares Russell 1000 Value ETF,Style,0.07203178856775853,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLK,Technology Select Sector SPDR Fund,Sector,0.08597349510454753,0.8256343182024374,25,22,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLF,Financial Select Sector SPDR Fund,Sector,0.08027346528809072,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLV,Health Care Select Sector SPDR Fund,Sector,0.07498716782186682,0.9979244131194851,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.08090156381797331,0.8818666760871868,25,22,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.07089007386001486,0.5819320699383179,25,21,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
2026-08-11,XLE,Energy Select Sector SPDR Fund,Sector,0.06410477522315657,0.9889935722461918,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLI,Industrial Select Sector SPDR Fund,Sector,0.07489999534828178,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLB,Materials Select Sector SPDR Fund,Sector,0.12786909135473407,0.9760931753167144,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLU,Utilities Select Sector SPDR Fund,Sector,0.07358571461118116,0.9787974339458518,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.03942302025669622,0.990624577139433,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XLC,Communication Services Select Sector SPDR Fund,Sector,0.09266576217359418,0.8307435254803676,24,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,SMH,VanEck Semiconductor ETF,Theme,0.09124048369531246,0.9901708818932332,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-08-11,XBI,SPDR S&P Biotech ETF,Theme,0.06280010512721315,0.25845745275445187,25,6,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
