date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-08-26,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.07414274331899103,0.4944,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,IVV,iShares Core S&P 500 ETF,Broad Market,0.07569984801846256,0.49539999999999995,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,VOO,Vanguard S&P 500 ETF,Broad Market,0.07452196258070842,0.4994,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,VTI,Vanguard Total Stock Market ETF,Broad Market,0.07450800136672647,0.4476,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.07243384496507668,0.6567000000000001,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.06618256559972815,0.9259999999999999,25,24,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,IWM,iShares Russell 2000 ETF,Small Cap,0.05655717357291921,0.058800000000000005,25,20,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.06993495188682881,0.10289999999999999,25,22,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06176354218748139,0.1332,24,20,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,VUG,Vanguard Growth ETF,Style,0.07701963387384199,0.7728,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,VTV,Vanguard Value ETF,Style,0.06796284158227367,0.3467,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,IWF,iShares Russell 1000 Growth ETF,Style,0.08464649100621961,0.7015,25,24,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,IWD,iShares Russell 1000 Value ETF,Style,0.059137689432313637,0.4066,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,XLK,Technology Select Sector SPDR Fund,Sector,0.08978137145251446,0.7854,25,23,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLF,Financial Select Sector SPDR Fund,Sector,0.06993039989734084,0.7741000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLV,Health Care Select Sector SPDR Fund,Sector,0.07985193885339212,0.8517000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.052035696161601544,0.8556000000000001,25,23,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.05973636928614258,0.9060000000000001,25,24,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLE,Energy Select Sector SPDR Fund,Sector,0.06946088102908975,0.9978999999999999,24,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLI,Industrial Select Sector SPDR Fund,Sector,0.06110078931264555,0.6478,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-26,XLB,Materials Select Sector SPDR Fund,Sector,0.08505717053906157,0.9974999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLU,Utilities Select Sector SPDR Fund,Sector,0.07300730352458776,0.9209,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0447930963094588,0.8876999999999999,25,23,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XLC,Communication Services Select Sector SPDR Fund,Sector,0.07730294293395064,0.9891000000000001,23,22,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,SMH,VanEck Semiconductor ETF,Theme,0.10440538701867778,0.9517,25,24,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-26,XBI,SPDR S&P Biotech ETF,Theme,0.07015489361269397,0.1005,25,8,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
