date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-08-21,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.07372552219645562,0.4944,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,IVV,iShares Core S&P 500 ETF,Broad Market,0.07521940544457845,0.49539999999999995,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,VOO,Vanguard S&P 500 ETF,Broad Market,0.0740985483996891,0.4994,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0741184413358608,0.4476,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.07206721517487302,0.6567000000000001,25,24,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.06662388874097236,0.8881000000000001,25,23,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,IWM,iShares Russell 2000 ETF,Small Cap,0.05668057968678087,0.058800000000000005,25,20,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.06974535954455008,0.10289999999999999,25,22,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.061744859522665285,0.1332,24,20,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,VUG,Vanguard Growth ETF,Style,0.07645800322522776,0.7728,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,VTV,Vanguard Value ETF,Style,0.06843920471211208,0.33360000000000006,25,23,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,IWF,iShares Russell 1000 Growth ETF,Style,0.08406941182432828,0.6941,25,23,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,IWD,iShares Russell 1000 Value ETF,Style,0.059504447131794314,0.4066,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,XLK,Technology Select Sector SPDR Fund,Sector,0.08905840968315076,0.773,25,22,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLF,Financial Select Sector SPDR Fund,Sector,0.07045754284827176,0.7741000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLV,Health Care Select Sector SPDR Fund,Sector,0.07947759133303052,0.8517000000000001,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.051604516081267135,0.8001,25,22,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.06066387812496879,0.8486000000000001,25,22,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLE,Energy Select Sector SPDR Fund,Sector,0.06839962047674948,0.9978999999999999,24,21,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLI,Industrial Select Sector SPDR Fund,Sector,0.06134000126608871,0.6478,25,25,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
2026-08-21,XLB,Materials Select Sector SPDR Fund,Sector,0.08525474360037498,0.9974999999999999,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLU,Utilities Select Sector SPDR Fund,Sector,0.07468155818705165,0.9209,25,25,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.04444294545521355,0.8876999999999999,25,23,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XLC,Communication Services Select Sector SPDR Fund,Sector,0.07789187819891931,0.9891000000000001,23,22,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,SMH,VanEck Semiconductor ETF,Theme,0.10405706438043284,0.9054000000000002,25,23,ICC calculation,stockanalysis_full_holdings,ok_full_holdings
2026-08-21,XBI,SPDR S&P Biotech ETF,Theme,0.06998365621098884,0.1005,25,8,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings
