date,family,label,value,method,n_firms,yyyymm,year
2026-01-19,Basic Materials,Basic Materials,0.09950573057088923,ICC calculation,174.0,202601,2026
2026-01-19,Communication Services,Communication Services,0.059242105948538765,ICC calculation,168.0,202601,2026
2026-01-19,Consumer Cyclical,Consumer Cyclical,0.07629534850443837,ICC calculation,388.0,202601,2026
2026-01-19,Consumer Defensive,Consumer Defensive,0.06421183388429692,ICC calculation,160.0,202601,2026
2026-01-19,Energy,Energy,0.08544965913797638,ICC calculation,192.0,202601,2026
2026-01-19,Financial Services,Financial Services,0.08631327508120348,ICC calculation,640.0,202601,2026
2026-01-19,Healthcare,Healthcare,0.07825845522006589,ICC calculation,345.0,202601,2026
2026-01-19,Industrials,Industrials,0.06383453312972515,ICC calculation,440.0,202601,2026
2026-01-19,Real Estate,Real Estate,0.06180628134085099,ICC calculation,177.0,202601,2026
2026-01-19,Technology,Technology,0.07911220495243403,ICC calculation,500.0,202601,2026
2026-01-19,Utilities,Utilities,0.08231605274729273,ICC calculation,90.0,202601,2026
