date,family,label,value,method,n_firms,yyyymm,year
2026-01-22,Basic Materials,Basic Materials,0.09598845416557278,ICC calculation,161.0,202601,2026
2026-01-22,Communication Services,Communication Services,0.05661783851727536,ICC calculation,118.0,202601,2026
2026-01-22,Consumer Cyclical,Consumer Cyclical,0.08324248606087137,ICC calculation,332.0,202601,2026
2026-01-22,Consumer Defensive,Consumer Defensive,0.07042625726452648,ICC calculation,136.0,202601,2026
2026-01-22,Energy,Energy,0.08328981203377504,ICC calculation,180.0,202601,2026
2026-01-22,Financial Services,Financial Services,0.08723307282528095,ICC calculation,516.0,202601,2026
2026-01-22,Healthcare,Healthcare,0.07875983948479853,ICC calculation,252.0,202601,2026
2026-01-22,Industrials,Industrials,0.06455793221441448,ICC calculation,377.0,202601,2026
2026-01-22,Real Estate,Real Estate,0.06345261199854278,ICC calculation,165.0,202601,2026
2026-01-22,Technology,Technology,0.06989182025155333,ICC calculation,365.0,202601,2026
2026-01-22,Utilities,Utilities,0.08276707467547093,ICC calculation,80.0,202601,2026
