date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-01-30,Technology,0.06984434729169631,0.08579016407995477,366.0,18878356341388.0
2026-01-30,Financial Services,0.08788839931422811,0.11461446825181518,516.0,13910518889377.0
2026-01-30,Communication Services,0.053222753087121634,0.12254657628535595,118.0,11770089674420.0
2026-01-30,Healthcare,0.08316205158608093,0.08424773000277863,252.0,7473582273666.0
2026-01-30,Consumer Cyclical,0.08424222649141257,0.10654323729111081,329.0,7428417639191.0
2026-01-30,Industrials,0.06763859346282759,0.08833375718686237,377.0,6677967281435.0
2026-01-30,Energy,0.08757910996228611,0.1117162746574067,180.0,4002692679328.0
2026-01-30,Consumer Defensive,0.06957261941623143,0.10065708780574377,135.0,3248442347086.0
2026-01-30,Basic Materials,0.09703400799100133,0.11121583797634488,161.0,2751128872728.0
2026-01-30,Utilities,0.08115716611461118,0.08451534689321648,81.0,1706351693008.0
2026-01-30,Real Estate,0.06222909645066061,0.08887151094375614,166.0,1586241239653.0
