date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2026-01-15,Technology,0.07814328627808684,0.08228793986156116,502.0,26156552783953.0
2026-01-15,Financial Services,0.0868332283226421,0.11527864756579671,640.0,14583303212707.0
2026-01-15,Communication Services,0.058762473351124285,0.11641007481546793,168.0,12448904694420.0
2026-01-15,Consumer Cyclical,0.0763447690972136,0.1015479335808995,388.0,9612694824250.0
2026-01-15,Healthcare,0.07795197833646861,0.08203773507537815,343.0,8129168561544.0
2026-01-15,Industrials,0.06404687575330799,0.08641599422988787,440.0,7153719060730.0
2026-01-15,Consumer Defensive,0.06417800793485187,0.10075010411569756,160.0,4378454318961.0
2026-01-15,Energy,0.08582840608592143,0.11567243278715357,192.0,3763121849478.0
2026-01-15,Basic Materials,0.09819500574860862,0.10814747638359694,174.0,2774570623010.0
2026-01-15,Utilities,0.08207504776273249,0.09048406670385264,90.0,1766784864956.0
2026-01-15,Real Estate,0.062089370183043786,0.0910830662233889,177.0,1640200794087.0
