date,family,label,value,method,n_firms,yyyymm,year
2026-01-21,Basic Materials,Basic Materials,0.097649530536253,ICC calculation,161.0,202601,2026
2026-01-21,Communication Services,Communication Services,0.056911443798726265,ICC calculation,118.0,202601,2026
2026-01-21,Consumer Cyclical,Consumer Cyclical,0.08349723278505251,ICC calculation,332.0,202601,2026
2026-01-21,Consumer Defensive,Consumer Defensive,0.07049782476641221,ICC calculation,136.0,202601,2026
2026-01-21,Energy,Energy,0.08436397281934879,ICC calculation,180.0,202601,2026
2026-01-21,Financial Services,Financial Services,0.08733207337248301,ICC calculation,516.0,202601,2026
2026-01-21,Healthcare,Healthcare,0.07874021479212866,ICC calculation,252.0,202601,2026
2026-01-21,Industrials,Industrials,0.0635816594793857,ICC calculation,376.0,202601,2026
2026-01-21,Real Estate,Real Estate,0.06310521442245264,ICC calculation,165.0,202601,2026
2026-01-21,Technology,Technology,0.06989845159479673,ICC calculation,365.0,202601,2026
2026-01-21,Utilities,Utilities,0.08241812584575316,ICC calculation,80.0,202601,2026
