date,family,label,value,method,n_firms,yyyymm,year
2026-01-14,Basic Materials,Basic Materials,0.09699998363603425,ICC calculation,174.0,202601,2026
2026-01-14,Communication Services,Communication Services,0.058477128068576995,ICC calculation,168.0,202601,2026
2026-01-14,Consumer Cyclical,Consumer Cyclical,0.07671581690971369,ICC calculation,389.0,202601,2026
2026-01-14,Consumer Defensive,Consumer Defensive,0.06398105394638927,ICC calculation,160.0,202601,2026
2026-01-14,Energy,Energy,0.08561248567487391,ICC calculation,192.0,202601,2026
2026-01-14,Financial Services,Financial Services,0.08638749399427373,ICC calculation,640.0,202601,2026
2026-01-14,Healthcare,Healthcare,0.07763192914498182,ICC calculation,344.0,202601,2026
2026-01-14,Industrials,Industrials,0.06459915006184819,ICC calculation,441.0,202601,2026
2026-01-14,Real Estate,Real Estate,0.06240536602246051,ICC calculation,177.0,202601,2026
2026-01-14,Technology,Technology,0.07817208002263772,ICC calculation,501.0,202601,2026
2026-01-14,Utilities,Utilities,0.08269150119652108,ICC calculation,90.0,202601,2026
