date,family,label,value,method,n_firms,yyyymm,year
2026-01-20,Basic Materials,Basic Materials,0.09993571279757571,ICC calculation,174.0,202601,2026
2026-01-20,Communication Services,Communication Services,0.059756380738896255,ICC calculation,168.0,202601,2026
2026-01-20,Consumer Cyclical,Consumer Cyclical,0.07770483272213459,ICC calculation,390.0,202601,2026
2026-01-20,Consumer Defensive,Consumer Defensive,0.0641725460183133,ICC calculation,160.0,202601,2026
2026-01-20,Energy,Energy,0.08570839528358278,ICC calculation,192.0,202601,2026
2026-01-20,Financial Services,Financial Services,0.08787350435186464,ICC calculation,642.0,202601,2026
2026-01-20,Healthcare,Healthcare,0.07868902227132651,ICC calculation,345.0,202601,2026
2026-01-20,Industrials,Industrials,0.06487142792408548,ICC calculation,440.0,202601,2026
2026-01-20,Real Estate,Real Estate,0.06342545592470447,ICC calculation,177.0,202601,2026
2026-01-20,Technology,Technology,0.0807670344425112,ICC calculation,500.0,202601,2026
2026-01-20,Utilities,Utilities,0.08277478393705986,ICC calculation,90.0,202601,2026
